product_description,reason_for_recall,status,classification,recalling_firm,recall_initiation_date,voluntary_mandated,city,state
Fluorouracil 560 MG / 11.2 ML IVP  Fluorouracil 3340 MG QS 92 ML 0.9% NACL  Fluorouracil 3920 MG QS 92 ML 0.9% NACL  Fluorouracil 3760 mg QS 100 ml NS CASS  Fluorouracil 4000 MG QS 92 ml 0.9% NACL  Fluorouracil 3140 MG QS 240 ML NS PUMP  Fluorouracil 2400 MG QS 96 ML 0.9% NACL  Fluorouracil 5000 MG QS 101 ml 0.9% NACL  Fluorouracil 750 MG / 15 ML IVP  Fluorouracil 4500 mg QS 100 ml NS CASS  Fluorouracil 4100 mg QS 100 ml NS CASS  Fluorouracil 690 mg / 13.8 ml IVP  Fluorouracil 2400 MG QS 96 ML NS IV  Fluorouracil 812 MG/16.24 ML IVP  Fluorouracil 4872 MG QS 240 ML NS PUMP  Fluorouracil 4200 mg QS 100 ml NS CASS  Fluorouracil 1110 MG QS 96 ml NS IVPB  Fluorouracil 370 MG/ 50 ML NS  Fluorouracil 620 MG/ 12.4 ML SYRINGE IVP  Fluorouracil 3160 MG QS 92 ML 0.9% NACL  Fluorouracil 1050 mg QS 92 ml NS IVPB  Fluorouracil 370 MG /100 ML NS IVPB  Fluorouracil 4080 MG QS  1000 ML NS IVPB  Fluorouracil 5 MG / 0.1 ML SYRINGE  Fluorouracil 5040 MG QS 101 ml NS CADD  Fluorouracil 4224 MG QS 100 ml NS CASS  Fluorouracil 700 MG / 14 ML IVP  Fluorouracil 3550 mg QS 92 ML 0.9% NACL IV  Fluorouracil 760 MG / 15.2 ML IVP  Fluorouracil 4560 MG QS 240 ML NS PUMP  Fluorouracil 796 MG / 15.92 MLIVP  Fluorouracil 4776 MG QS 240 ML NS PUMP  Fluorouracil 930 MG QS 240 ML NS PUMP  Fluorouracil 730 MG / 14.6 ML IVP SYR  Fluorouracil 4400 MG QS 100 ml NS CADD  Fluorouracil 2430 MG QS 96 ml 0.9% NACL  Fluorouracil 4728 MG QS 100 ml NS CASS  Fluorouracil 3550 MG QS 92 ML 0.9% NACL  Fluorouracil 588 MG / 11.76 ML IVP  Fluorouracil 3528 MG QS 240 ML NS PUMP  Fluorouracil 2520 mg QS 96 ml NS IVPB  Fluorouracil 790 MG / 15.8 ml IVP  Fluorouracil 4750 mg QS 97 ml 0.9% NACL IV  Fluorouracil 2660 MG QS 96 ml NS IVPB  Fluorouracil 720 MG/ 14.4 ML IVP  Fluorouracil 4370 mg QS 92 ml 0.9% NACL IV  Fluorouracil 3280 MG QS 92 ML 0.9% NACL  Fluorouracil 780 MG / 15.6 ML IVP  Fluorouracil 4660 MG QS 97 ml 0.9% NACL  Fluorouracil 3620 MG QS 100 ml NS CASS  Fluorouracil 2370 MG QS 92 ML 0.9% NACL  Fluorouracil 800 MG / 16 ML IVP  Fluorouracil 4800 MG QS 101 ml NS CADD  Fluorouracil 4000 mg QS 92 ML 0.9% NACL IV  Fluorouracil 2480 MG QS 96 ML 0.9% NACL  Fluorouracil 688 MG / 13.76 ml IVP  Fluorouracil 4128 MG QS 1000 ML D5W IVPB  Fluorouracil 6000 MG QS 250 ml NS CASS  Fluorouracil 672 MG / 13.44 ML IVP  Fluorouracil 4032 MG / 1000 ML D5W IVPB  Fluorouracil 894 MG / 17.88 ml IVP  Fluorouracil 400 MG / 50 ML NS IVPB  Fluorouracil 840 MG / 16.8 ml IVP    Fluorouracil 590 MG/ 11.8 ML IVP,Lack of Assurance of Sterility,Terminated,Class II,"Infusion Options, Inc.",20190612,Voluntary: Firm initiated,Brooklyn,NY
Progesterone 200 mg Troche,Labeling: Incorrect or missing lot and/or expiration date. Products were compounded using expired components.,Terminated,Class II,"MPRX, Inc. dba Medical Park Pharmacy",20191218,Voluntary: Firm initiated,Dallas,TX
"Morphine 12.5 mg/ml Solution, Sterile-Preservative Free,The Compounding Pharmacy of America, Knoxville, TN",Lack of Assurance of Sterility; FDA inspection identified GMP violations potentially impacting product quality and sterility,Terminated,Class II,The Compounding Pharmacy of America,20150602,Voluntary: Firm initiated,Knoxville,TN
"Dextroamphetamine Saccharate, Amphetamine Aspartate Monohydrate, Dextroamphetamine Sulfate, and Amphetamine Sulfate (Mixed Salts of a Single-Entity Amphetamine Product) Extended-Release Capsules, CII 20 mg, 30 UD Capsules (5 x 6), Rx, Packaged and Distributed by: American Health Packaging, Columbus, OH --- Carton NDC 68084-832-25; Blister NDC 68084-832-95",Unit Dose Mispackaging; blister cavities may contain more than one tablet /capsule,Terminated,Class II,Amerisource Health Services,20160824,Voluntary: Firm initiated,Columbus,OH
"TPN (a) 95GM/AA, 385/DEX, 50GM/LIP 1800ML, (b)TPN AA:100GM DEX:250GM LIP:50GM 2400ML, (c) TPN: AA 80GM ; DEX 320GM ; LIP 50GM IN 2300 ml, Rx only, use with Curlin pump, Sentara Home Infusion Pharmacy Services, 535 Independence Pkwy, Ste 300, Chesapeake, VA 23320",Lack of sterility assurance,Completed,Class II,Sentara Infusion Services,20221227,Voluntary: Firm initiated,Chesapeake,VA
"Cyclopentolate HCl 1% - Tropicamide 1% - PHENYLephrine HCl 2.5% in Sterile Water for Injection (Ophthalmic Solution), in a) 1 mL Total Volume (NDC 70360-017-38) and b) 10 mL Total Volume (NDC 70360-017-39) in a 15 mL Dropper Bottle, Compounded by Leiter's Compounding, San Jose, CA --- NDC 70360-017-38",Lack of Assurance of Sterility; all compounded products within expiry produced using recalled filters,Terminated,Class II,Leiter's Compounding,20160920,Voluntary: Firm initiated,San Jose,CA
"Nystatin Oral Suspension, USP 100,000 units per mL Cherry/Peppermint Flavor, 16 fl oz (473 mL)  Rx Only, pai, Pharmaceutical Associates, Inc. Greenville, SC 29605. NDC 0121-0810-16",Subpotent: Out of specification for assay at the 12-month time point.,Terminated,Class II,Pharmaceutical Associates Inc,20200114,Voluntary: Firm initiated,Greenville,SC
"PAPAVERINE HCL STOCK SOLUTION 30MG/ML SOLUTION, 10 mL vial, Rx only, Vital Care Compounder, 115 S. 40th Ave., Hattiesburg, MS  39402",Lack of Assurance of Sterility: FDA inspection found the recalled products were produced in a manner than cannot guarantee the sterility of the products purported to be sterile.,Ongoing,Class II,"Pharmacy Plus, Inc. dba Vital Care Compounder",20221007,Voluntary: Firm initiated,Hattiesburg,MS
"Hyaluronidase, 150 u/ml, 10 ml SDV, Vital Care Compounder, Hattiesburg, MS 39402",Lack of Assurance of Sterility,Terminated,Class II,"Pharmacy Plus, Inc. dba Vital Care Compounder",20160726,Voluntary: Firm initiated,Hattiesburg,MS
SWAN CALAMINE LOTION 6 FL OZ distributed to specific Family Dollar Stores 04/30/2022 through 06/10/2022.,CGMP Deviations: product held outside appropriate storage temperature conditions.,Ongoing,Class II,"Family Dollar Stores, Llc.",20220623,Voluntary: Firm initiated,Chesapeake,VA
"Viatrexx-Hair, 10 mL Sterile multi-dose vial, Rx only, Viatrexx Bio Incorporated, Newark, DE, USA, 19713, Item: VSPC0251, NDC 73069-206-41.",Lack of Assurance of Sterility: products manufactured in a manner than cannot guarantee its sterility.,Terminated,Class II,8046255 Canada Inc. DBA Viatrexx,20191015,Voluntary: Firm initiated,Beloeil,N/A
"Balnetar Therapeutic Tar Bath, Coal Tar USP 2.5% (from Coal Tar USP Solution, 7%), 7.5 oz bottle, Distributed by Ranbaxy, Jacksonville, FL 32257, NDC 10631-106-08",Subpotent (Single Ingredient Drug): out-of-specification result for coal tar content assay.,Terminated,Class III,Ranbaxy Inc.,20120316,Voluntary: Firm initiated,Princeton,NJ
"Gabapentin active pharmaceutical ingredient packaged in varying grams or kg in bags or drums, Attix Pharmaceuticals, 184 Front Street East, Unit 801, Toronto, Ontario M5A 4N3, Canada",Penicillin Cross Contamination: All lots of all products repackaged and distributed between 01/05/12 and 02/12/15 are being recalled because they were repackaged in a facility with penicillin products without adequate separation which could introduce the potential for cross contamination with penicillin.,Terminated,Class II,Attix Pharmaceuticals,20141114,Voluntary: Firm initiated,Toronto,
"Dr. King's SafeCare Rx Menopause Relief, 2 fl. oz. (59 mL), King Bio, Inc., 3 Westside Drive, Asheville, NC 28806 USA, UPC 357955000624, NDC 57955-0006-2",Microbial contamination,Terminated,Class I,King Bio Inc.,20180720,Voluntary: Firm initiated,Asheville,NC
"Testosterone 25 mg pellet, 1 count (NDC: 69761-125-01) and 30 count vials (NDC: 69761-125-30), Rx Only Qualgen, LLC, Edmond, OK 73013",Lack of Assurance of Sterility,Terminated,Class II,"Qualgen, LLC",20181017,Voluntary: Firm initiated,Edmond,OK
"Lantiseptic, Skin Protectant, Lanolin USP 30%, packaged in a) 5g (0.17 oz) (NDC 61924-304-05), b)14.2g (0.5 oz)( NDC 61924-304-14), c) 4oz (NDC 61924-304-04), d) 4.5oz (NDC 61924-304-45), and e) 12oz (NDC 61924-304-12) tubes, DermaRite Industries LLC, 7777 West Side Avenue, North Bergen, NJ 07047.",CGMP Deviation; manufactured at the same facility where other products and lots were found to be contaminated.,Ongoing,Class II,"DermaRite Industries, LLC",20250827,Voluntary: Firm initiated,North Bergen,NJ
"T-106 Papaverine 30 mg/mL Phentolamine 1 mg/mL Alprostadil 25 mcg/mL, Packaged as a) 5 mL Multi-Dose vial NDC 73198-0013-05; b) 10 mL Multi-Dose vial NDC  73198-0013-10, Rx Only, Olympia Pharmaceuticals, 6700 Conroy Rd., Ste. 155 Orlando, FL 32835",Lack of assurance of sterility.,Completed,Class II,Olympia Compounding Pharmacy dba Olympia Pharmacy,20220509,Voluntary: Firm initiated,Orlando,FL
"MIC Vitamin Injection, all strengths and all presentations including a) MIC 25-50-25-30 mL, b) MIC_B_COMP-B12-25-50-50-1000-30 mL, c) MIC_B12-25-50-25-400-30 mL, d) MIC_B6_B12-30 mL, e) MIC_METH_VIT-#3-30 m, f) MIC_METH-25-50-50-1000 mcg 30 mL, g) MIC_ULTRA-30 mL, h) MIC_VIT_METH_CARN-12.5-25-25-1-25-30 mL, i) MIC-25-50-25 Cyano 1000 mcg/mL 30 mL, j) MIC-25-50-50-30 mL, k) MIC-8-15-15-30, l) MIC-B12-30, Rx only, Green Valley Drugs, 1850 Whitney Mesa, #180, Henderson, NV  89014.","Lack of Assurance of Sterility: all sterile products compounded, repackaged, and distributed by this compounding pharmacy due to lack of sterility assurance and concerns associated with the quality control processes.",Terminated,Class II,"FVS Holdings, Inc. dba. Green Valley Drugs",20130410,Voluntary: Firm initiated,Henderson,NV
"LACTOBACILLUS ACIDOPHILUS, Tablet, 35 MILLION, Over The Counter, Distributed by: AidaPak Service, LLC, NDC 00536718101.","Labeling: Label Mixup: LACTOBACILLUS ACIDOPHILUS, Tablet, 35 MILLION may have potentially been mislabeled as the following drug:  REPAGLINIDE, Tablet, 1 mg, NDC 00169008281, Pedigree: W003924, EXP: 6/28/2014.",Terminated,Class II,"Aidapak Services, LLC",20130702,Voluntary: Firm initiated,Vancouver,WA
"Vancomycin Ophthalmic PF, compounded by Pallimed Solutions Pharmacy, Wobrun, MA",Lack of Assurance of Sterility; FDA inspectional findings resulted in concerns associated with quality control procedures that impacted sterility assurance,Terminated,Class II,Pallimed Solutions,20130325,Voluntary: Firm initiated,Woburn,MA
"Trokendi XR (topiramate) extended-release capsule, 50mg, 30-count blister pack, Rx only, Manufactured by: Catalent Pharma Solutions, Winchester, KY 40391, Manufactured for: Supernus Pharmaceuticals, Inc., Rockville, MD 20850, NDC 17772-102-15",Superpotent Drug: Failure of assay specifications in the capsule.,Terminated,Class II,"Supernus Pharmaceuticals, Inc.",20160712,Voluntary: Firm initiated,Rockville,MD
"TPN (a) 100GM/AA, 285GM/DEX, (b)55GM/LIP 2300ML, (c)55GM/AA 285GM/DEX 50GM/LIP1800ML, (d)TPN AA:100GM DEX:250GM LIP:50GM 2400ML, (e) 55GM DEX:285GM 1800ML, Rx Only, use with Curlin pump or no pump, Sentara Home Infusion Pharmacy Services, 535 Independence Pkwy, Ste 300, Chesapeake, VA 23320",Lack of sterility assurance,Completed,Class II,Sentara Infusion Services,20221227,Voluntary: Firm initiated,Chesapeake,VA
"Nature-Throid, 1 Grain, 65 mg (Thyroid U.S.P. 1 gr. (65mg)/Liothyronine (T3) 9mcg/Levothyroxine (T4) 38mcg, packaged in a) 90-count bottles (NDC 68788-7604-09), b) 100-count tablets (NDC 68788-7604-01), Rx Only, Mfg: RLC Labs; Cave Creek, AZ, Preferred Pharmaceuticals, Inc.",CGMP Deviations,Terminated,Class II,"Preferred Pharmaceuticals, Inc.",20200902,Voluntary: Firm initiated,Anaheim,CA
"GENTAMICIN OPTH-SOL 5ml Compare: Garamycin.  5-mL plastic dropper bottle, Mfg: AKORN 17478-0283-10. NDC 52959-0103-00",Presence of Particulate Matter: Crystalline particles were noticed by manufacturer at the 24 month clarity testing.,Terminated,Class II,H J Harkins Company Inc dba Pharma Pac,20181018,Voluntary: Firm initiated,Grover Beach,CA
"LANG YI HAO CHAONONGSUOPIAN tablets, 500 mg, 8-count bottle, labeling is in foreign language","Marked Without An Approved NDA/ANDA: FDA analysis found these products to contain sildenafil, an FDA approved drug for the treatment of erectile dysfunction, making these products unapproved drugs for which safety and efficacy have not been establish and therefore, subject to recall.",Terminated,Class I,A&H Focal Inc.,20170307,Voluntary: Firm initiated,Staten Island,NY
"Bicillin L-A (Penicillin G Benzathine) 1.2, MMU / 2 mL Injection Prefilled Syringe 2 mL, Rx only, Mfg: Pfizer Pharmaceuticals, NDC 60793-0701-10",cGMP Deviations: Products were stored outside the drug label specifications.,Terminated,Class II,Mckesson Medical-Surgical Inc. Corporate Office,20240207,Voluntary: Firm initiated,Richmond,VA
"Gablofen (baclofen injection), 50 mcg/mL, Single Use Syringe, Rx only, packaged in a box containing one 1 mL syringe, Distributed by: Primal Critical Care, Inc., 3950 Schelden Circle Bethlehem, PA, 18017, NDC 66794-151-01",Failed Impurities/Degradation Specification -This recall is being initiated as a precaution due to the presence of an unknown impurity observed during shelf life of the product.,Terminated,Class II,"Piramal Critical Care, Inc.",20190708,Voluntary: Firm initiated,Bethlehem,PA
"Provocholine Pre-diluted Set II in 0.9% Sodium Chloride, 0.0625 mg/mL, 3 mL in 5 mL Syr, injectable packed in syringes, Rx only, PHARMAKON Pharmaceuticals, Inc.",Stability data does not support expiry.,Terminated,Class II,Pharmakon Pharmaceuticals,20150819,Voluntary: Firm initiated,Noblesville,IN
"Clarithromycin tablets, USP 500mg, packaged in 10-count blisters (NDC 68084-437-11); 5 blister packs per carton (NDC 68084-279-65); Rx only,  Manufactured by: Wockhardt Limited, Mumbai, India, Distributed by: Wockhardt, USA, LLC 20 Waterview Blvd. Parsippany, NJ 07054 USA for American Health Packaging 2550-A John Glenn Avenue, Columbus, OH 43217.",CGMP Deviations: Firm did not adequately investigate customer complaints.,Terminated,Class II,American Health Packaging,20150601,Voluntary: Firm initiated,Columbus,OH
"PAROXETINE  tablets, USP, 10 mg, Packaged as a) 30-count bottle, NDC 60429-734-30; b) 90-count bottle NDC 60429-734-90; c)1000-count bottle, NDC 60429-734-10; Rx Only, Manufactured by Apotex, Inc., Toronto, Ontario, Canada, M9L 1T9, Packaged by GSMS, Incorporated, Camarillo, CA 93012.",Failed Impurities/Degradation Specifications-Manufacturer Apotex Inc. recalling lots due to Out of specification results for the excipient Amadori Glucose adduct of Paroxetine,Terminated,Class II,Golden State Medical Supply Inc.,20231110,Voluntary: Firm initiated,Camarillo,CA
"CeFAZolin 2 GM a) in NS 100 mL bag; b) 100 mg/mL (20 mL) syringe, Made by: Enterprise Pharmacy, 4400 Golf Acres Drive, Bldg. J Suite E, Charlotte, NC, 28208.",Lack of sterility assurance.,Terminated,Class II,CMC Enterprise Pharmacy,20190412,Voluntary: Firm initiated,Charlotte,NC
"Levofloxacin in 5% Dextrose Injection, 750 mg Levofloxacin (5 mg/mL) in 150 mL of 5% Dextrose, For Intravenous Infusion, Rx only, Manufactured By: Aurobindo Pharma Limited IDA Pashamylaram - 502307, India, Manufactured for AuroMedics Pharma, LLC, NDC 55150-245-52",Lack of Assurance of Sterility; confirmed customer report of a leaking bags and mold found between the outer bag and the overwrap,Terminated,Class II,AuroMedics Pharma LLC,20180327,Voluntary: Firm initiated,East Windsor,NJ
"HCG 370iu prefilled syringes, Main Street Compounding Pharmacy, 126 East Main Street, Newbern, TN 38059, 888-658-6200",The firm received seven reports of adverse reactions in the form of skin abscesses potentially linked to compounded preservative-free methylprednisolone 80mg/ml 10 ml vials.,Terminated,Class II,"Main Street Family Pharmacy, LLC",20130528,Voluntary: Firm initiated,Newbern,TN
"Edetate Disodium (EDTA), Sterile Ophthalmic Solution, (PF) 3%, 10mL per dropper, Single Dose Droptainer for Topical Ophthalmic Use, Edge Pharma, LLC, 856 Hercules Dr., Colchester, VT, 05446, NDC 05446-1428-10",Lack of Assurance of Sterility,Terminated,Class II,"Edge Pharma, LLC",20211206,Voluntary: Firm initiated,Colchester,VT
"New! Rompe Pecho MAX Multi Symptoms, 8 FL. Oz (237 mL) bottle, Distributed by: Efficient Laboratories, Inc. Miami, FL 33166. UPC 0 00856 00309 5",Microbial Contamination of Non-Sterile Products,Terminated,Class II,"Efficient Laboratories, Inc.",20200131,Voluntary: Firm initiated,Miami,FL
"Cardizem CD (diltiazem HCl) capsules, 120 mg, packaged in a) 30-count bottles (NDC 0187-0795-30); and b) 90-count bottles (NDC 0187-0795-42), Rx Only, Manufactured for: Valeant Pharmaceuticals North America LLC, Bridgewater, NJ 08807 USA; By: Valeant Pharmaceuticals International, Inc., Steinbach, MB R5G 1Z7, Canada.",Failed Dissolution Specifications: high out of specification results for dissolution when measuring the amount of drug released at certain time points.,Terminated,Class III,Valeant Pharmaceuticals North America LLC,20190130,Voluntary: Firm initiated,Bridgewater,NJ
"ZDaily Daily Testosterone and Llibido Booster Herbal Dietary Supplement Capsules, 500 mg, supplied in 2, 4 and 10  count packages, Distributed by Organic Herbal Supply, Roseville, CA --- UPC Code 680474229062","Marketed without an Approved NDA/ANDA; FDA analysis found the presence of undeclared tadalafil, sildenafil and/or their analogues and Flibanserin",Terminated,Class I,Organic Herbal Supply,20170418,Voluntary: Firm initiated,Roseville,CA
"Methylene Blue 10 mg/mL 1ml. Packaged in 1 mL syringes. Compounded Guardian Pharmacy Services, 7920 Elmbrook Dr. Ste. 108C Dallas TX 75247",Lack of sterility assurance.,Terminated,Class II,Guardian Pharmacy Services,20180517,Voluntary: Firm initiated,Dallas,TX
"morphine in 0.9% sodium chloride, 125 mg/25 mL, (5 mg/mL), 30 mL Syringe, Rx only, Central Admixture Pharmacy Services, Inc., 7935 Dunbrook Road, Suite C, San Diego, CA 92126, NDC 71286-2041-2",Lack of assurance of sterility: Lack of validation data for sanitization cycles,Terminated,Class II,Central Admixture Pharmacy Services Inc,20230717,Voluntary: Firm initiated,San Diego,CA
"Haloperidol Decanoate Injection, USP 50 mg/mL, 1 mL Single Dose Vials, Rx Only, Sterile, 10 Vials, Teva Pharmaceuticals, USA, Inc., North Wales, PA NDC 00703-7121-03",Lack of Assurance of Sterility,Terminated,Class II,Teva Pharmaceuticals USA,20210426,Voluntary: Firm initiated,Parsippany,NJ
