nct_id,title,official_title,status,why_stopped,phase,study_type,enrollment,conditions,drug_names,intervention_types,primary_outcomes,start_date,completion_date,sponsor,sponsor_type
NCT03904602,EdemaWear to Reduce Edema in Hospitalized Patients With CVI:,EdemaWear to Reduce Edema in Hospitalized Patients With Chronic Venous Insufficiency: A Pilot Study,TERMINATED,Patients experienced translocation of edema from lower extremities to trunk heightening concern about triggering congestive heart failure in frail elders.,NA,INTERVENTIONAL,3,Chronic Venous Insufficiency,,DEVICE,change in lower leg volume,2019-08-19,2019-09-15,Massachusetts General Hospital,OTHER
NCT05666453,A Clinical Study to Evaluate the Efficacy and Safety of LIV-GAMMA SN Inj. in ABO-Incompatible Liver Transplantation,"A Multi-center, Prospective, Randomized, Controlled, Open-label, Phase 2 Clinical Trial to Evaluate the Efficacy and Safety of Intravenous Immunoglobulin to Prevent Biliary Complications After ABO Incompatible Adult to Adult Living Donor Liver Transplantation",TERMINATED,Change of Clincal Development Plan,PHASE2,INTERVENTIONAL,59,Liver Transplantation,LIV-GAMMA SN Inj.,"BIOLOGICAL, OTHER",Rate of biliary complications,2022-04-25,2024-07-01,"SK Plasma Co., Ltd.",INDUSTRY
NCT01548339,Laparoscopic Cholecystectomy for Acute Cholecystitis After 72 Hours of Symptoms,Laparoscopic Cholecystectomy for Acute Cholecystitis: is the Rule of 72 Hours Still Actual?,TERMINATED,Intermediary analysis showing increased morbidity in the delayed group,NA,INTERVENTIONAL,86,"Acute Cholecystitis, Cholecystectomy",,PROCEDURE,"Number of Participants With Adverse Event (""Global Morbidity"").",2009-02,2015-10,University of Lausanne Hospitals,OTHER
NCT00325572,Evaluation and Treatment of Copper/Zinc Imbalance in Children With Autism,Evaluation and Treatment of Copper/Zinc Imbalance in Children With Autism,TERMINATED,Lack of efficacy to proceed to Phase 2,PHASE1,INTERVENTIONAL,89,"Autism, Pervasive Developmental Disorder",oral zinc and vitamin C supplements,"DRUG, OTHER",Copper/Zinc Ratio of Children With Autism Compared to Typically Developing Children Phase 2: Change in Copper/Zinc Ratio With Supplementation of Zinc and Vitamin C,2006-11,2011-12,Milton S. Hershey Medical Center,OTHER
NCT05100901,Tolerance and Safety of an Oral Nutritional Supplement,Tolerance and Safety of an Oral Nutritional Supplement Containing Monoacylglycerol Oil (MAG Oil) as the Main Lipid Source in Healthy Adolescents and Adults,TERMINATED,Adolescent cohort will be conducted as separate trial,NA,INTERVENTIONAL,12,Healthy Volunteers,,DIETARY_SUPPLEMENT,Number of subjects who develop gastrointestinal intolerance leading to premature discontinuation,2021-09-24,2021-10-15,Société des Produits Nestlé (SPN),INDUSTRY
NCT00890630,Intracervical Catheters for Induction of Labour in Women With Prelabour Rupture of Membranes at Term,Intracervical Catheters for Induction of Labour in Women With Prelabour Rupture of Membranes at Term: A Pilot Study.,TERMINATED,Inadequate Patient Recruitment.,PHASE2,INTERVENTIONAL,5,"Fetal Membranes, Premature Rupture, Induced Labor",Oxytocin,"PROCEDURE, DRUG",Feasibility,2010-04,2011-07,McMaster University,OTHER
NCT02184130,Altered Vestibular Perception and Transcranial Magnetic Stimulation,Altered Vestibular Perception by Virtual Lesions of Cerebral and Cerebellar Structures Using Repetitive Transcranial Magnetic Stimulation - Implications for Human Vestibular Dysfunction,TERMINATED,"insufficient funds and participants, thus terminated",NA,INTERVENTIONAL,7,"Verticality Perception, Self-motion Perception",,OTHER,changes in verticality perception and self-motion perception after TMS (transcranial magnetic stimulation),2011-10,2017-09,University of Zurich,OTHER
NCT02696928,Methylene Blue Against Vivax Malaria in Ethiopia,Feasibility of Methylene Blue-based Combination Therapy in the Radical Treatment of Adult Patients With Plasmodium Vivax Malaria in Ethiopia: a Randomised Controlled Pilot Trial,WITHDRAWN,Lack of ethical approval in Ethiopia,PHASE2,INTERVENTIONAL,0,Vivax Malaria,"Artemeter-Lumefantrine and MB (combination therapy), Artemeter-Lumefantrine (combination therapy), Artemeter-Lumefantrine and Primaquine (combination therapy)","DRUG, DRUG, DRUG",Study feasibility,2016-04,2018-01,Heidelberg University,OTHER
NCT00882765,Genistein in Treating Patients With Pancreatic Cancer That Can Be Removed by Surgery,"A Pre-Surgical, Randomized Clinical Trial of Genistein in Resectable Pancreatic Adenocarcinoma",WITHDRAWN,Study has been closed due to no accrual.,PHASE2,INTERVENTIONAL,0,Pancreatic Cancer,,DIETARY_SUPPLEMENT,Changes in microvessel density of tumor specimen after 2 weeks of treatment with genistein,2009-05,,Jonsson Comprehensive Cancer Center,OTHER
NCT00233467,Characterization of the Use of Antipsychotics in Posttraumatic Stress Disorder During the Past Decade,Characterization of the Use of Antipsychotics in Posttraumatic Stress Disorder During the Past Decade,WITHDRAWN,Funding expired; no subjects enrolled as this was a retrospective chart review,,OBSERVATIONAL,0,"PTSD, Posttraumatic Stress Disorder",,,,2005-09-01,2005-09-30,Tuscaloosa Research & Education Advancement Corporation,OTHER
NCT00523367,"COPD Patients Diagnosed With GERD,COPD Exacerbations After Treatment With High Dose PPI",COPD Patients Diagnosed With Gastro Esophageal Reflux Disease Have Decreased Rates of COPD Exacerbations After Treatment With High Dose Proton Pump Inhibitor Therapy (Esomeprazole or Lansoprazole),TERMINATED,terminated due to enrollment,NA,INTERVENTIONAL,25,"Gastroesophageal Reflux, Chronic Obstructive Pulmonary Disease",,PROCEDURE,Number of Participants With Gastro Esophageal Reflux Disease One Year After Treatment.,2007-08,2010-10,University of Florida,OTHER
NCT00906100,Prevalence of Atrial Delay That Would Preclude Optimization of Atrioventricular (AV) Delay in Patients With Biventricular (BiV) Device,Prevalence of Prolonged Inter/Intra-Atrial Delay That Would Preclude Optimization of Atrioventricular (AV) Delay in Patients Undergoing Biventricular (BiV) Device Placement,WITHDRAWN,"Dr Obel is deceased and no other investigators on study to provide information. old record, IRB has no information; outside of retention period.",,OBSERVATIONAL,0,Heart Failure,,,to determine the proportion of patients who are undergoing Biventricular (BiV) Implantable Cardioverter Defibrillator (ICD) implantation in whom optimization of atrioventricular (AV) delay is not possible due to prolonged inter-atrial/intra-atrial delay.,2008-05,2010-05,University of Texas Southwestern Medical Center,OTHER
NCT03592407,Epacadostat and Pembrolizumab Before Surgery in Treating Participants With Stage II-III Esophageal or Gastroesophageal Cancer,A Phase 2 Trial of Neoadjuvant Pembrolizumab in Combination With Epacadostat (INCB024360) in Patients With Non-Metastatic Esophageal/Gastroesophageal Squamous Cell and Adenocarcinomas Treated With Neoadjuvant Chemoradiation: A Window-Of-Opportunity Study,WITHDRAWN,Safety concerns,PHASE2,INTERVENTIONAL,0,"Esophageal Squamous Cell Carcinoma, Esophageal Adenocarcinoma, Gastroesophageal Junction Adenocarcinoma","Epacadostat, Pembrolizumab","DRUG, OTHER, BIOLOGICAL, OTHER","Temporal anti-tumor immune response defined as tumor infiltrating cytotoxic T-cells, circulating T-cells, T regulatory cells (Tregs), and myeloid-derived suppressor cells (MDSCs) in tumor and blood samples, Incidence of adverse events per Common Terminology Criteria for Adverse Events (CTCAE) version (v) 4.0",2018-07-01,2020-04,City of Hope Medical Center,OTHER
NCT00130507,Benefit of Adding Trastuzumab to Second Line Chemotherapy in Breast Cancer Patients Previously Treated With Trastuzumab,"Randomized Trial to Assess the Benefit of Adding Trastuzumab to Capecitabine and Vinorelbine as Second Line for HER2positive Breast Cancer Patients With Locally Advanced or Metastatic Disease, Previously Treated With Trastuzumab and Taxanes",TERMINATED,A new alternative treatment caused the decrease in the rhythm of recruitment.,PHASE2,INTERVENTIONAL,14,Breast Cancer,"Vinorelbine, Capecitabine, Trastuzumab","DRUG, DRUG, DRUG",Clinical benefit rate,2005-11-04,2009-07-25,Spanish Breast Cancer Research Group,OTHER
NCT04726592,Efficacy of CLORazepate for the Treatment of MIGraine Attack in the Emergency Room,Randomized Double Blinded Monocentric Study Evaluating the Efficacy of CLORazepate for the Treatment of MIGraine Attack in the Emergency Room,TERMINATED,It has been determined that continuing with enrollments in this study is no longer justified due to the lack of significant impact on the expected outcomes.,PHASE3,INTERVENTIONAL,323,"Migraine, Migraine Without Aura, Migraine With Aura, Headache","Clorazepate Dipotassium, Placebo, Ketoprofen, Metoclopramide","DRUG, DRUG, DRUG, DRUG",Pain relief,2021-07-08,2024-04-10,Assistance Publique - Hôpitaux de Paris,OTHER
NCT06327711,Benefits of Nutritional Ingredients for Type 2 Diabetes,Proof of Concept Study: Long-term Benefits of a Blend of Nutritional Ingredients for Type 2 Diabetes,WITHDRAWN,Change in study scope,NA,INTERVENTIONAL,0,Diabetes type2,,"OTHER, OTHER","Matsuda Index, Fasted Glucose, Fasted Insulin",2024-09,2025-10,Abbott Nutrition,INDUSTRY
NCT00515086,Study of Everolimus (RAD001) in Patients With Recurrent Glioblastoma Multiforme (GBM),A Phase II Trial of RAD001 in Patients With Recurrent Glioblastoma Multiforme,TERMINATED,Early termination due to slow enrollment and protocol-defined stopping rule.,PHASE2,INTERVENTIONAL,41,Glioblastoma Multiforme,Everolimus,"DRUG, PROCEDURE","Surgery Group: Percentage Change From the Baseline in S6 Kinase Levels, No Surgery Group: Best Overall Tumor Response",2007-08,2009-08,Novartis Pharmaceuticals,INDUSTRY
NCT00846573,Hyperpolarized Noble Gas MR Imaging for Pulmonary Disorders,Hyperpolarized Noble Gas MR Imaging for Pulmonary Disorders,TERMINATED,The study was halted prematurely as the PI was no longer an employee of UMass Medical School.,NA,INTERVENTIONAL,14,"COPD, Cystic Fibrosis, Asthma, Healthy",Hyperpolarized Helium-3,DRUG,Hyperpolarized Helium-3 MR Images,2008-11,2011-04,"University of Massachusetts, Worcester",OTHER
NCT04966169,Effectiveness of GentleWave on the Healing of Apical Periodontitis: A Prospective Cohort Study,Effectiveness of GentleWave on the Healing of Apical Periodontitis: A Prospective Cohort Study,TERMINATED,PI Departure from the University of Iowa,NA,INTERVENTIONAL,23,Apical Periodontitis,,DEVICE,"Change from baseline of Cone Beam Computed Tomography Periapical Index (CBCTPAI) across 1 year, Change from baseline of peripical index (PAI) across 1 year., Change from baseline of modified wound healing scale (Mod-CWHS) across 1 year, Change from baseline of pain severity in 0-10 pain severity scale across 1 year, Change from Day 2 of research subject's thoughts on treatment result across 1 year.",2021-08-27,2025-06-30,University of Iowa,OTHER
NCT03285269,Extension of the RUSH Protocol for Volume Responsiveness,Extension of the Rapid Ultrasound for Shock and Hypotension to Evaluate Volume Responsiveness,WITHDRAWN,Study was not initiated because it was not approved by KPSC IRB.,,OBSERVATIONAL,0,Shock,,"DIAGNOSTIC_TEST, DEVICE, PROCEDURE",Test Characteristics of the E-RUSH Protocol to Predict Fluid Responsiveness,2017-11,2018-11,Kaiser Permanente,OTHER
NCT00188669,The Use of Pentoxifylline and Vitamin E in the Treatment of Chronic Breast Pain,A Phase II Study of the Use of Pentoxifylline and a-Tocopherol in the Treatment of Chronic Breast Pain Associated With Breast Radiotherapy,TERMINATED,date: August 2006. No annual renewal,PHASE2,INTERVENTIONAL,48,Breast Neoplasms,"pentoxifylline, alpha-Tocopherol","DRUG, DRUG","To assess improvement in breast pain with use of the interventional agents., To assess improvement in patient function with the use of the interventional agents.",2002-07,,"University Health Network, Toronto",OTHER
NCT00512369,Effects of PA-1 Transcriptional Regulation on Monocyte Function,"Angiotensin, the Vascular Endothelium, and Fibrinolysis - The Effects of PAI-1 Transcriptional Regulation on Human Monocyte Function",TERMINATED,Investigator left institution,,OBSERVATIONAL,125,Atherosclerosis,,,,2006-03,2011-07,Vanderbilt University,OTHER
NCT05579769,Pediatric Study of GVHD Ppx w/o Calcineurin Inhibitors After Day60 Post First Allo HSCT for Hematological Malignancies.,A Phase II Pediatric Study of a Graft-VS.-Host Disease (GVHD) Prophylaxis Regimen With no Calcineurin Inhibitors After Day +60 Post First Allogeneic Hematopoietic Cell Transplant for Hematological Malignancies,TERMINATED,Principal Investigator left institution,PHASE2,INTERVENTIONAL,3,"Hematologic Malignancy, Myeloid Malignancy","Ruxolitinib, Mesna, Anti-thymocyte globulin (ATG), Cyclosporine, Cyclophosphamide, Fludarabine, Methotrexate, Bone marrow infusion, Busulfan, Thiotepa","DRUG, DRUG, DRUG, DRUG, DRUG, DRUG, DRUG, RADIATION, DRUG, DRUG, DRUG",Proportion of saGVHD Using a ProphylaxisRegimen With no Calcineurin Inhibitors After Day 100 Post First Allogeneic HLA-Matched Sibling or Unrelated Donor HCT for Hematological Malignancies.,2023-03-14,2024-05-08,St. Jude Children's Research Hospital,OTHER
NCT00256841,Hypo-Hyperfractionated Chest Radiation for Non Small Cell Lung Cancer With Taxotere/Xeloda Combination Chemotherapy,"Dose Escalation of Xeloda or 5FU Continuous Infusion in Combination With Taxotere and Concurrent Once Weekly, Hypofractionated Chest Radiotherapy for Advanced Non Small Cell Lung Cancer: A Phase I/II Study",WITHDRAWN,Lack of funding,"PHASE1, PHASE2",INTERVENTIONAL,0,"Carcinoma, Non-Small-Cell Lung",Chemotherapy,"DRUG, PROCEDURE",Saftey,2005-09,2007-10,Clinical Oncology Research Associates,OTHER
NCT00211354,Treatment of Retinal Vein Occlusion (RVO) With Open-Label Anecortave Acetate (15mg.),,WITHDRAWN,No subjects enrolled,PHASE2,INTERVENTIONAL,0,Retinal Vein Occlusion,Anecortave Acetate,DRUG,to investigate the use of anecortave acetate for treatment of retinal vein occlusion,2002-03,2007-04,"Manhattan Eye, Ear & Throat Hospital",OTHER
NCT05050305,Marizomib Central Nervous System (CNS),"A Phase 2 Study With Safety Run-In of Marizomib, Pomalidomide, and Dexamethasone For Relapsed and Refractory Multiple Myeloma and CNS Myeloma",WITHDRAWN,Study support withdrawn,PHASE2,INTERVENTIONAL,0,"Multiple Myeloma, Multiple Myeloma in Relapse, Multiple Myeloma, Refractory","Marizomib, Pomalidomide, Dexamethasone","DRUG, DRUG, DRUG","Maximum Tolerated Dose (MTD) Safety Run-In, Dose Limiting Toxicity (DLT), The number and proportion of adverse events, graded as defined by CTCAE version 5.0., Overall response rate (ORR)",2024-03,2027-12,Dana-Farber Cancer Institute,OTHER
NCT05339594,REINVENT Registry (Registry of the Nerve Gap Repair From Integra),Post-Market Clinical Follow-up Registry of Patients Requiring Nerve Gap Repair From Integra,TERMINATED,"Slow Enrollment, Sponsor Decision",,OBSERVATIONAL,17,Peripheral Nerve Injuries,,"DEVICE, DEVICE",The primary clinical outcome measure is an evaluation of meaningful recovery as expressed by the Medical Research Council (MRC) scale as determined by the 2-point discrimination test (2PD).,2022-05-30,2024-06-03,Integra LifeSciences Corporation,INDUSTRY
NCT02173756,Evaluation of Oral Morphine Gel in Oral Mucositis Induced by Chemotherapy in Children and Young Adults,,TERMINATED,Numerous premature study discontinuations due to adverse events,PHASE3,INTERVENTIONAL,25,Cancer,"morphine gel, placebo gel","DRUG, DRUG",change in pain of mucositis before and after meal,2014-06,2017-09,"University Hospital, Strasbourg, France",OTHER
NCT03549351,Evaluation of Measurable Residual Disease in Patients With Acute Myeloid Leukemia as Surrogate Endpoint for Survival,Prospective Evaluation of Measurable Residual Disease in Intensively Treated Patients With Acute Myeloid Leukemia (AML) as Surrogate Endpoint for Survival,TERMINATED,Study turned out no longer feasible,,OBSERVATIONAL,51,"Leukemia, Myeloid, Acute",,OTHER,Correlation between Measurable Residual Disease (MRD) and Survival with respect to treatment effects,2019-06-01,2022-09-11,University Hospital Heidelberg,OTHER
NCT03823131,"Optimizing Antitumor Immunity Using Plasmid Electroporation, Pembrolizumab, and Epacadostat","The Trifecta Study: Optimizing Antitumor Immunity Using Plasmid Electroporation, Pembrolizumab, and Epacadostat",TERMINATED,Treatment Ineffective,PHASE2,INTERVENTIONAL,14,"Metastatic Head and Neck Squamous Cell Carcinoma, Recurrent Head and Neck Squamous Cell Carcinoma, Unresectable Head and Neck Squamous Cell Carcinoma","Epacadostat, Pembrolizumab, CORVax, Tavokinogene telseplasmid","DEVICE, DRUG, DRUG, BIOLOGICAL, DRUG",Best Overall Response Rate,2019-05-02,2022-07-31,"Chase Heaton, MD",OTHER
