nct_id,title,official_title,status,why_stopped,phase,study_type,enrollment,conditions,drug_names,intervention_types,primary_outcomes,start_date,completion_date,sponsor,sponsor_type
NCT02751710,Impact of 18F-FDG PET-CT Versus Conventional Staging in the Management of Patients Presenting With Clinical Stage III Breast Cancer,Impact of 18F-FDG PET-CT Versus Conventional Staging in the Management of Patients Presenting With Clinical Stage III Breast Cancer,COMPLETED,,NA,INTERVENTIONAL,369,"Stage III Breast Cancer (T0N2, T1N2, T2N2, T3N1, 2 or T4), Stage IIb Breast Cancer (T3N0)",,OTHER,Proportion of patients upstaged to Stage IV disease,2016-12-06,2023-03-31,Ontario Clinical Oncology Group (OCOG),OTHER
NCT00513110,A Possible Therapeutic Role for Adenosine During Inflammation,A Possible Therapeutic Role for Adenosine During Inflammation,COMPLETED,,PHASE1,INTERVENTIONAL,33,Endotoxemia,"Caffeine infusion, placebo","GENETIC, DRUG, DRUG","Hemodynamics; heart rate variability, Markers of Inflammation, Cytokines, Sensitivity to norepinephrine, Endothelial-dependent and independent vasorelaxation, Mediators of Vascular reactivity, Markers of endothelial damage and circulating endothelial cells, Urinary excretion of markers of renal injury, Neurologic testing, Adenosine and related nucleotide concentrations., Additional blood samples will be drawn for measurement of: TLR-expression, Genetics; micro array analyses and determination of intercellular signalling pathways.",2007-08,2008-08,Radboud University Medical Center,OTHER
NCT00081510,Anastrozole Plus Lonafarnib (SCH 66336) or Plus Placebo for the Treatment of Advanced Breast Cancer (P03480),A Randomized Double-Blind Phase-2 Study of Anastrozole Plus Lonafarnib (SCH 66336) or Anastrozole Plus Placebo for the Treatment of Subjects With Advanced Breast Cancer,COMPLETED,,PHASE2,INTERVENTIONAL,110,Breast Cancer,"Lonafarnib, Placebo, anastrozole","DRUG, DRUG, DRUG",Progression-free survival (PFS),2003-12,2009-05,Merck Sharp & Dohme LLC,INDUSTRY
NCT06629610,Diet and Active Lifestyle - Yuuyaraq (The Yup'ik Way of Life),A Community-led Intervention (DAiLY) Promoting a Heart-healthy Diet and Active Lifestyle: The Yup&#39;ik Way,RECRUITING,,NA,INTERVENTIONAL,368,Heart Disease,,BEHAVIORAL,Continuous metabolic syndrome z score,2024-10-18,2029-04-30,Oregon Health and Science University,OTHER
NCT00312910,Probiotics for the Prevention of Major Complications of Cirrhosis,Probiotics for the Prevention of Major Complications of Cirrhosis,COMPLETED,,NA,INTERVENTIONAL,50,Liver Cirrhosis,Probiotics-Bio-plus,DRUG,"The effect of probiotics on the rate of complications of liver cirrhosis (variceal bleeding, hepatic encephalopathy, SBP)",2005-04,2007-10,Meir Medical Center,OTHER
NCT06056310,"Phase 1b Safety Study of Xevinapant, Weekly Cisplatin, and RT in Participants With Unresected LA SCCHN (HyperlynX)","A Single Arm, Open Label, Phase 1b Study of Xevinapant in Combination With Weekly Cisplatin and Intensity-modulated Radiotherapy to Assess Safety and Tolerability in Participants With LA SCCHN, Suitable for Definitive Chemoradiotherapy (HyperlynX)",TERMINATED,"No major safety concerns were identified in HyperlynX study, but Lack of evidence of efficacy of meaningful clinical benefit.",PHASE1,INTERVENTIONAL,18,Head and Neck Cancer,"Xevinapant, Cisplatin","DRUG, DRUG, RADIATION",Number of Participants With Dose Limiting Toxicity (DLT)-Like Events,2024-01-18,2024-08-20,"EMD Serono Research & Development Institute, Inc.",INDUSTRY
NCT04979910,Targeting IL-17A for Treatment-Resistant Depression,An Experimental Therapeutics Study of a Monoclonal Antibody Against Interleukin 17A in Patients With Treatment-Resistant Depression,COMPLETED,,PHASE2,INTERVENTIONAL,7,Major Depressive Disorder,Ixekizumab,DRUG,"Number of Participants Who Dropped-out, Number of Anticipated and Unanticipated Adverse Events",2021-08-27,2024-04-12,Icahn School of Medicine at Mount Sinai,OTHER
NCT05242510,Evaluation of Exotropia After Patching the Eye or After Prism Adaptation,Divergence Excess/Simulated Divergence Excess Exotropia (DESDEE),TERMINATED,lack of ability to enroll from other sites,NA,INTERVENTIONAL,1,Exotropia,,"PROCEDURE, PROCEDURE","Percent of participants reclassified as divergence excess exotropia, Percent of participants reclassified as simulated divergence excess exotropia",2024-08-27,2024-09-18,University of Rochester,OTHER
NCT04495010,Neoadjuvant Nivolumab+Ipilimumab Followed by Adjuvant Nivolumab or Neoadjuvant Nivolumab+Ipilimumab Followed by Adjuvant Observation Compared With Adjuvant Nivolumab in Treatment-Naive High-risk Melanoma Participants,"A Phase 2, Randomized Study of Neoadjuvant Nivolumab Plus Ipilimumab Followed by Adjuvant Nivolumab or Neoadjuvant Nivolumab Plus Ipilimumab Followed by Either Adjuvant Nivolumab or Postsurgical Observation Depending on Pathologic Response Compared With Adjuvant Nivolumab in Treatment-Naive Patients With Resectable Clinically Detectable Stage III Melanoma",WITHDRAWN,Business objectives have changed,PHASE2,INTERVENTIONAL,0,Melanoma,"Nivolumab, Ipilimumab","BIOLOGICAL, BIOLOGICAL",Event-free survival (EFS),2021-03-31,2027-10-23,Bristol-Myers Squibb,INDUSTRY
NCT05285410,Observational Study Comparing Home to Office Spirometry,Observational Study of Telehealth for Remote Endpoint Assessment (OUTREACH),COMPLETED,,,OBSERVATIONAL,116,Cystic Fibrosis,,,"Difference (bias) in home spirometry compared to office spirometry for 12-week forced expiratory volume in 1 second (FEV1) (% predicted) change, Analytic efficiency of home versus office spirometry for 12-week FEV1 (% predicted) change",2022-11-30,2023-12-19,Chris Goss,OTHER
NCT06837610,Inverted T Trabeculectomy Primary Congenital Glaucoma,"Inverted T Trabeculectomy for Primary Congenital Glaucoma, A Novel Technique",ACTIVE_NOT_RECRUITING,,NA,INTERVENTIONAL,25,"Glaucoma, Congenital, Surgical Treatment",,PROCEDURE,Post op IOP,2023-01-01,2025-03-01,Benha University,OTHER
NCT00203710,Concentric Retriever Device (CRD) in Acute Ischemic Stroke,A Single-Center Controlled Registry to Evaluate the Concentric Retriever System for the Treatment of Stroke,COMPLETED,,NA,INTERVENTIONAL,50,Acute Ischemic Stroke,,DEVICE,"Achievement of recanalization (TIMI/TICI grade II or III flow) immediately post procedure., In addition, major complications defined as vessel perforation, intramural arterial dissection, symptomatic intra-cranial hemorrhage, and significant embolization in a previously uninvolved arterial territory will be tabulated.",2003-10,2004-09,Sidney Starkman,OTHER
NCT00832910,Assessment of Body Image in Patients With Rheumatoid Arthritis,Body Image in Patients With Rheumatoid Arthritis,COMPLETED,,,OBSERVATIONAL,82,"Body Image, Rheumatoid Arthritis",,,Body Dysmorphic Disorder Examination,2007-06,2008-12,Federal University of São Paulo,OTHER
NCT03656510,Study to Evaluate Safety and Antiviral Activity of Doses of JNJ-53718678 in Children (>=28 Days to <=3 Years) With Respiratory Syncytial Virus Infection,"A Phase 2, Double-blind, Placebo-controlled Study to Evaluate the Antiviral Activity, Clinical Outcomes, Safety, Tolerability, and Pharmacokinetic/Pharmacodynamic Relationships of Different Doses of JNJ-53718678 in Children >=28 Days and <=3 Years of Age With Acute Respiratory Tract Infection Due to Respiratory Syncytial Virus Infection",TERMINATED,Janssen made the strategic decision to discontinue the CROCuS study. This decision is not based on any safety concerns.,PHASE2,INTERVENTIONAL,246,Respiratory Syncytial Virus Infections,"JNJ-53718678, Placebo","DRUG, DRUG",Respiratory Syncytial Virus (RSV) Viral Load Area Under Curve (AUC) From Immediately Prior to First Dose of Study Drug (Baseline) Through Day 5 (AUC[Day 5]),2018-11-29,2022-04-18,"Janssen Research & Development, LLC",INDUSTRY
NCT00003113,Oral Combination Chemotherapy in Treating Elderly Patients With Intermediate or High-Grade Non-Hodgkin's Lymphomas,Oral Combination Chemotherapy in Conjunction With G-CSF in the Treatment of Elderly Patients With Intermediate and High Grade Non-Hodgkin's Lymphoma,TERMINATED,,PHASE2,INTERVENTIONAL,6,Lymphoma,"filgrastim, cyclophosphamide, etoposide, lomustine, procarbazine hydrochloride","BIOLOGICAL, DRUG, DRUG, DRUG, DRUG, RADIATION",study the effectiveness of oral combination chemotherapy and G-CSF in elderly patients with intermediate- or high-grade non-Hodgkin's lymphomas.,1997-07,2002-12,Case Comprehensive Cancer Center,OTHER
NCT07153913,Comprehensive Nutritional Support for Children in Zambia (ZamCNC) - A Pilot Investigation,Comprehensive Nutritional Support for Children in Zambia (ZamCNC) - A Pilot Investigation,ACTIVE_NOT_RECRUITING,,NA,INTERVENTIONAL,64,"Malnourished Children, Stunting of Growth",,OTHER,Height-for-age z-score,2025-09-05,2027-12-31,Günther Fink,OTHER
NCT03273413,Statin Therapy in Patients With Early Stage ADPKD,Statin Therapy in Patients With Early Stage ADPKD,ACTIVE_NOT_RECRUITING,,PHASE4,INTERVENTIONAL,150,"ADPKD, Autosomal Dominant Polycystic Kidney","Pravastatin, Placebo","DRUG, DRUG",Change in Total Kidney Volume,2017-08-31,2025-09-30,"University of Colorado, Denver",OTHER
NCT04028713,Dose Tapering Study of Adalimumab in Psoriasis,A Non-inferiority Study on Dose Reduction of Adalimumab in Psoriasis Patients,TERMINATED,Too slow inclusion rate.,PHASE4,INTERVENTIONAL,19,Psoriasis Vulgaris,Dose reduction,"PROCEDURE, PROCEDURE, DRUG",Clinical response,2021-02-16,2022-03-22,"University Hospital, Ghent",OTHER
NCT01748513,Volume-challenge in Morbid Obesity,Morbid Obesity and Optimization of Preoperative Fluid Therapy,COMPLETED,,,OBSERVATIONAL,34,Anomaly; Venous Return,,OTHER,level of venous return,2011-03,2013-04,Umeå University,OTHER
NCT00893113,An Efficacy Study to Evaluate Alfuzosin to Treat Men With Erectile Dysfunction and Mild Lower Urinary Tract Symptoms,"A Phase 3, Double Blind, Placebo-Controlled, Crossover Study to Evaluate the Efficacy of Alfuzosin in Treating Men With ED and Mild LUTS.",COMPLETED,,PHASE3,INTERVENTIONAL,74,"Erectile Dysfunction, Lower Urinary Tract Symptoms","Placebo, Alfuzosin","DRUG, DRUG",Change From Baseline Erectile Function Domain of the International Index of Erectile Function,2009-06,2012-10,Chesapeake Urology Research Associates,OTHER
NCT02515513,The Role of Muscle Cachexia in Pancreatic Cancer,The Role of Muscle Cachexia in Pancreatic Cancer,WITHDRAWN,Original PI left the institution. No subjects enrolled,NA,INTERVENTIONAL,0,Pancreas Cancer,,PROCEDURE,"Ultrastructural abnormalities in muscle tissue samples between the groups, Myofiber atrophy in muscle tissue samples between the groups, Identify gene networks within the skeletal muscle between the groups",2016-03,2023-06-23,University of Florida,OTHER
NCT05340413,Predicting Olaparib Sensitivity in Patients With Unresectable Locally Advanced/Metastatic HER2-negative Breast Cancer.,"Predicting Olaparib Sensitivity in Patients With Unresectable Locally Advanced/Metastatic HER2-negative Breast Cancer With BRCA1, BRCA2, PALB2, RAD51C or RAD51D Mutations or RAD51-foci Low Test: RADIOLA TRIAL",UNKNOWN,,PHASE2,INTERVENTIONAL,63,"HER2-negative Breast Cancer, Metastatic Breast Cancer, Triple Negative Breast Cancer",Olaparib,DRUG,"Capacity of the RAD51-foci score to predict the efficacy of olaparib in BRCA1/2, PALB2 or RAD51C/D mut advanced breast cancer (cohort 1)",2022-03-25,2024-06,SOLTI Breast Cancer Research Group,OTHER
NCT02342613,Adoptive Immunotherapy With Activated Marrow Infiltrating Lymphocytes and Cyclophosphamide Graft-Versus-Host Disease Prophylaxis in Patients With Relapse of Hematologic Malignancies After Allogeneic Hematopoietic Cell Transplantation,Adoptive Immunotherapy Utilizing Activated Marrow Infiltrating Lymphocytes Derived From Patients With Bone Marrow Relapse of Hematologic Malignancies After Allogeneic Hematopoietic Cell Transplantation Using Post-Transplantation Cyclophosphamide Graft-Versus-Host Disease Prophylaxis.,COMPLETED,,PHASE1,INTERVENTIONAL,32,"Hematologic Malignancies, Graft-Versus-Host Disease",Activated PTCy-MILs,BIOLOGICAL,Feasibility of generating activated marrow infiltrating lymphocytes (MILs) from participants previously treated with post-transplantation cyclophosphamide (PTCy) (PTCy-MILs) who have relapsed disease involving the bone marrow,2015-05-28,2024-03-31,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,OTHER
NCT04793360,Molecular Assessment and Profiling of Liver Transplant Recipients,Molecular Assessment and Profiling of Liver Transplant Recipients,ACTIVE_NOT_RECRUITING,,,OBSERVATIONAL,1500,"Liver Transplantation, Biomarkers",,DEVICE,"To correlate the results of LiverCare with clinically significant events impacting post-transplant clinical outcomes, histological findings, and the development of de novo Donor Specific Antibody (DSA)",2021-05-26,2028-03-31,CareDx,INDUSTRY
NCT00325260,Non-Inferiority Study Comparing the Subunit Vaccines Influvac and Agrippal in China,"A Randomized, Endpoint-Blind, Parallel Group Study to Demonstrate the Non-Inferiority of the Subunit Influenza Vaccine Influvac® to the Subunit Influenza Vaccine Agrippal® in Healthy Children, Adults and Elderly in China.",COMPLETED,,PHASE3,INTERVENTIONAL,900,Healthy,Influvac; subunit influenza vaccine,BIOLOGICAL,HI titers 4 weeks after vaccination (efficacy) and safety and tolerability,2006-03,,Solvay Pharmaceuticals,INDUSTRY
NCT03540160,Study of the Long Term Safety of Serlopitant for the Treatment of Pruritus (Itch),An Open-Label Long-Term Safety Study of Serlopitant for the Treatment of Pruritus,TERMINATED,No longer pursuing development of serlopitant,PHASE3,INTERVENTIONAL,558,"Pruritus, Prurigo Nodularis, Atopic Dermatitis, Psoriasis",5 mg Serlopitant Tablets,DRUG,Number of Subjects With Treatment-emergent Adverse Events,2018-03-15,2020-06-17,Vyne Therapeutics Inc.,INDUSTRY
NCT02104960,Study of Skin Parameters in the PROOF Cohort,Study of Skin Parameters in the PROOF Cohort,COMPLETED,,,OBSERVATIONAL,209,Skin Aging,,"OTHER, OTHER, OTHER",SCINEXA score,2013-03,2014-12,Centre Hospitalier Universitaire de Saint Etienne,OTHER
NCT05156060,Gabapentin & Ketamine for Prevention/Treatment of Acute/Chronic Pain in Locally Advanced Head and Neck Cancer,Phase I/II Trial of Gabapentin Plus Ketamine for Prevention and Treatment of Acute and Chronic Pain in Locally Advanced Head and Neck Cancer Patients Undergoing Primary or Adjuvant Chemoradiation,RECRUITING,,"PHASE1, PHASE2",INTERVENTIONAL,64,"Head and Neck Cancer, Locally Advanced Head and Neck Carcinoma","Gabapentin, Ketamine","DRUG, DRUG","Establish the maximum tolerated dose of ketamine in combination with gabapentin (per Common Terminology Criteria for Adverse Events Criteria 4.0), Count of participants with adverse events (Common Terminology Criteria for Adverse Events Criteria 4.0)",2022-01-24,2026-12-31,Natalie Lockney,OTHER
NCT05978960,EXERT-BCN: an Exercise and Nutrition Regimen to Designed to Improve Body Composition After Treatment for Breast Cancer,"An EXErcise Regimen Designed to Improve Body Composition, Functional Capacity, and Strength After Treatment for Breast Cancer with Nutrition Optimization",COMPLETED,,NA,INTERVENTIONAL,44,Breast Cancer,,OTHER,"Determine changes in fat mass in pounds from before to after the nutrition and exercise regimen via bioimpedance analysis, Determine changes in fat mass in pounds from before to after the nutrition and exercise regimen via ultrasound",2023-05-20,2024-09-19,Allegheny Singer Research Institute (also known as Allegheny Health Network Research Institute),OTHER
NCT01473160,Daily Disposable Contact Lens Tear Film Study,DAILIES TOTAL1 Pre-Lens Tear Film Performance - Pilot Trial,COMPLETED,,NA,INTERVENTIONAL,9,Myopia,,"DEVICE, DEVICE","Number of Participants With Corrected Visual Acuity of 0.0 or Better, Pre-Lens Noninvasive Tear Break-Up Time, Average Tear Meniscus Height, Average Ocular Surface Temperature",2011-11,2011-12,CIBA VISION,INDUSTRY
NCT03750760,Early Alirocumab to Reduce LDL-C in Myocardial Infarction,Early Alirocumab to Reduce LDL-C in Myocardial Infarction,WITHDRAWN,Changes in funding decision,PHASE4,INTERVENTIONAL,0,"Myocardial Infarction, Dyslipidemias","Alirocumab, Atorvastatin 80mg, Ezetimibe 10mg","DRUG, DRUG, DRUG",Percentage change in LDL-C in enhanced care group verses standard of care group at 2 weeks after randomisation,2020-01,2021-12,Imperial College London,OTHER
