drug_name,source,status,cid,molecular_formula,molecular_weight,canonical_smiles,isomeric_smiles,inchi,inchi_key,adverse_reactions,failure_reason
Buprenorphine and naloxone,clinicaltrials,WITHDRAWN,,,,,,,,,FDA did not require a clinical trial for indication.
Bupropion Hydrochloride,openfda_labels,approved,,,,,,,,,
Bupropion Hydrochloride (XL),openfda_labels,approved,,,,,,,,,
Bupropion Hydrochloride SR,openfda_labels,approved,,,,,,,,,
Bupropion Hydrochloride XL,openfda_labels,approved,,,,,,,,,
Bupropion hydrochloride,openfda_labels,approved,,,,,,,,,
Burkhart,openfda_labels,approved,,,,,,,,,
Burn Cream,openfda_labels,approved,,,,,,,,,
"Burn Ease, 3.5g",openfda_labels,approved,,,,,,,,,
Burts Bees Kids Strawberry Splash,openfda_labels,approved,,,,,,,,,
BusPIRone Hydrochloride,openfda_labels,approved,,,,,,,,,
Buscapina,openfda_labels,approved,,,,,,,,,
Buspirone 10 Mg Oral Tablet,clinicaltrials,RECRUITING,,,,,,,,,
Buspirone Hydrochloride,openfda_labels,approved,,,,,,,,,
Buspirone hydrochloride,openfda_labels,approved,,,,,,,,,
Busulfan,openfda_labels,approved,,,,,,,,,Poor accrual; Principal Investigator left institution; Terminated due to no new subject enrollment during the last 3 year period.
Butenafine Hydrochloride,openfda_labels,approved,,,,,,,,,
Bylvay,openfda_labels,approved,,,,,,,,,
Byotrol Hand Sanitizer,openfda_labels,approved,,,,,,,,,
C-Tb,clinicaltrials,COMPLETED,,,,,,,,,
"CACTUS GRANDIFLORUS, HAMAMELIS VIRGINIANA, VALERIANA OFFICINALIS, ARTERIA SUIS, HEART (SUIS), ARNICA MONTANA, AURUM METALLICUM, BARYTA MURIATICA, CHOLESTERINUM, LECITHIN, MAGNESIA MURIATICA, OXALICUM ACIDUM, PHOSPHORUS",openfda_labels,approved,,,,,,,,,
"CADMIUM SULFATE, GRAPHITE, PHOSPHORIC ACID, SILICON DIOXIDE, SELENIUM, THALLIUM, USTILAGO MAYDIS",openfda_labels,approved,,,,,,,,,
CAFFEINE,openfda_labels,approved,,,,,,,,"Intraventricular haemorrhage neonatal; Substance abuse, Overdose, Drug abuse, Toxicity to various agents; Dehydration, Nausea, Vomiting, Faeces soft; Toxicity to various agents, Hepatic failure, Hepatic encephalopathy, Gastrointestinal haemorrhage, Pancreatitis acute, Goitre, Brain oedema, Hepatic necrosis, Overdose; Overdose, Haemorrhage, Brain oedema",
"CAFFEINE, CHOLINE SALICYLATE",openfda_labels,approved,,,,,,,,,
CAFIZETAMOL FORTE,openfda_labels,approved,,,,,,,,,
CALAMINE PLUS PRAMOXINE HCL,openfda_labels,approved,,,,,,,,,
"CALC PHOS, CALC SULPH, CARPINUS BETULUS FLOS, FER PHOS, ILEX AQUIFOLIUM FLOS, IMPATIENS GLANDULIFERA FLOS, KALI PHOS, MAG PHOS, NAT MUR, NAT SULPH",openfda_labels,approved,,,,,,,,,
"CALCAREA CARB, EUPHORBIUM, HYDRASTIS, KALI BIC, KALI IOD, LYCOPODIUM, PHOSPHORUS, PULSATILLA, THUJA OCC, SANGUINARIA",openfda_labels,approved,,,,,,,,,
"CALCAREA CARBONICA, CALCAREA IODATA, FERRUM IODATUM, FUCUS VESICULOSUS, HEPAR SULPHURIS CALCAREUM, KALI IODATUM, LAPIS ALBUS CALCIUM FLUOSILICATE, ORYCTOLAGUS CUNICULUS (RABBIT) ADRENAL GLAND, ORYCTOLAGUS CUNICULUS (RABBIT) PITUITARY GLAND, ORYCTOLAGUS CUNICULUS (RABBIT) SPLEEN, ORYCTOLAGUS CUNICULUS (RABBIT) THYMUS GLAND, ORYCTOLAGUS CUNICULUS (RABBIT) THYROID GLAND, SPONGIA TOSTA",openfda_labels,approved,,,,,,,,,
"CALCAREA FLUORICA, CALCAREA PHOSPHORICA, SILICEA",openfda_labels,approved,,,,,,,,,
CALCAREA PHOSPHORICA 6X,openfda_labels,approved,,,,,,,,,
CALCAREA SULPHURICA,openfda_labels,approved,,,,,,,,,
"CALCAREA SULPHURICA, CALCIUM PHOSPHORICUM, KALI MURIATICUM, KALIUM PHOSPHORICUM, KALI SULPHURICUM, MAGNESIA PHOSPHORICA, NATRUM MURIATICUM, NATRUM PHOSPHORICUM, NATRIUM SULFURICUM, CALCAREA FLUORICA, FERRUM PHOSPHORICUM, SILICEA",openfda_labels,approved,,,,,,,,,
CALCIUM ACETATE,openfda_labels,approved,,,,,,,,"Nephrogenic systemic fibrosis; Visual impairment, Colour blindness, Visual field defect, Visual impairment, Visual field defect, Optic atrophy, Optic neuritis, Intervertebral disc protrusion, Neuropathy peripheral, Migraine with aura",
CALCIUM CARBONATE,openfda_labels,approved,,,,,,,,"Tuberculosis of central nervous system; Angioedema, Metabolic acidosis, Dyspnoea, Drug ineffective; Rectal haemorrhage, Drug interaction; Nephrogenic systemic fibrosis; Shock, Hepatitis fulminant, Incorrect dose administered",
"CALCIUM CARBONATE ,MAGNESIUM HYDROXIDE,SIMETHICONE",openfda_labels,approved,,,,,,,,,
CALCIUM CARBONATE 750 MG,openfda_labels,approved,,,,,,,,,
CALCIUM CARBONATE AND MAGNESIUM HYDROXIDE AND SIMETHICONE,openfda_labels,approved,,,,,,,,,
CALCIUM CARBONATE PEPPERMINT,openfda_labels,approved,,,,,,,,,
CALCIUM CHLORIDE,openfda_labels,approved,,,,,,,,,
CALCIUM HYDROGEN PHOSPHATE DIHYDRATE,openfda_labels,approved,,,,,,,,,
CALCIUM POLYCARBOPHIL,openfda_labels,approved,,,,,,,,,
CALENDULA OFFICINALIS,openfda_labels,approved,,,,,,,,,
CALENDULA OFFICINALIS FLOWERING TOP,openfda_labels,approved,,,,,,,,,
"CALENDULA OFFICINALIS FLOWERING TOP, MATRICARIA RECUTITA, HAMAMELIS VIRGINIANA ROOT BARK/STEM BARK, ACHILLEA MILLEFOLIUM, RUTA GRAVEOLENS FLOWERING TOP, COMFREY ROOT, ACONITUM NAPELLUS, ECHINACEA, UNSPECIFIED, BAPTISIA TINCTORIA ROOT, ATROPA BELLADONNA, ARNICA MONTANA, BELLIS PERENNIS AND HYPERICUM PERFORATUM",openfda_labels,approved,,,,,,,,,
"CALENDULA, THUJA OCCIDENTALIS",openfda_labels,approved,,,,,,,,,
CALMCO ALLERGY RELIEF,openfda_labels,approved,,,,,,,,,
CAMPHOR,openfda_labels,approved,,,,,,,,Drug hypersensitivity,
CAMPHOR (NATURAL),openfda_labels,approved,,,,,,,,,
CAMPHOR (SYNTHETIC) AND MENTHOL,openfda_labels,approved,,,,,,,,,
"CAMPHOR (SYNTHETIC), EUCALYPTUS OIL, MENTHOL",openfda_labels,approved,,,,,,,,,
"CAMPHOR (SYNTHETIC), LEVOMENTHOL, AND CAPSICUM",openfda_labels,approved,,,,,,,,,
"CAMPHOR (SYNTHETIC), MENTHOL",openfda_labels,approved,,,,,,,,,
"CAMPHOR (SYNTHETIC), MENTHOL, UNSPECIFIED FORM, AND METHYL SALICYLATE",openfda_labels,approved,,,,,,,,,
CAMPHOR AND MENTHOL,openfda_labels,approved,,,,,,,,,
"CAMPHOR, (-)-",openfda_labels,approved,,,,,,,,,
"CAMPHOR, EUCALYPTUS OIL, MENTHOL",openfda_labels,approved,,,,,,,,,
"CAMPHOR, MENTHOL",openfda_labels,approved,,,,,,,,,
"CAMPHOR, MENTHOL, AND METHYL SALICYLATE",openfda_labels,approved,,,,,,,,,
"CAMPHOR, MENTHOL, EUCALYPTUS OIL",openfda_labels,approved,,,,,,,,,
"CAMPHOR, MENTHOL, METHYL SALICYLATE",openfda_labels,approved,,,,,,,,,
CAMPHORA,openfda_labels,approved,,,,,,,,,
CANDIDA PARAPSILOSIS,openfda_labels,approved,,,,,,,,,
"CANDIDA PARAPSILOSIS, PENICILLIUM ROQUEFORTI",openfda_labels,approved,,,,,,,,,
CAPECITABINE,openfda_labels,approved,,,,,,,,"Disease progression, Metastases to bone, Metastases to liver, Nervous system disorder, Pleural effusion, Lung infiltration, Dyspnoea; Intestinal obstruction; Pneumonia, Neuropathy peripheral, Fatigue, Infection, Nausea, Diarrhoea, Palmar-plantar erythrodysaesthesia syndrome, Mucosal inflammation, Pneumonitis, Pleural effusion, Vomiting, Anaemia; Leukopenia, Anaemia, Thrombocytopenia, Vomiting, Radiation oesophagitis, Palmar-plantar erythrodysaesthesia syndrome, Diarrhoea; Lower respiratory tract infection, Dyspnoea, Asthenia, Sinusitis, Pulmonary embolism, Nasal septum deviation, Haemostasis",
CAPSAICIN,openfda_labels,approved,,,,,,,,"Back pain, Chronic obstructive pulmonary disease",
"CAPSICUM, SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE, STRYCHNOS NUX-VOMICA SEED, ROBINIA PSEUDOACACIA BARK, SULFUR, SEPIA OFFICINALIS JUICE",openfda_labels,approved,,,,,,,,,
CARBAMAZEPINE,openfda_labels,approved,,,,,,,,"Chemical poisoning, Neck pain, Back pain, Paraesthesia; Abnormal behaviour, Drug level increased, Lethargy, Irritability, Obsessive-compulsive disorder, Dermatillomania, Activities of daily living impaired, Memory impairment, Bradykinesia, Muscular weakness, Insomnia, Drug interaction; Convulsion; Fatigue; Drug-induced liver injury",
CARBAMIDE PEROXIDE,openfda_labels,approved,,,,,,,,Colon cancer metastatic; Tooth discolouration,
CARBIDOPA AND LEVODOPA,openfda_labels,approved,,,,,,,,"Disease progression, Depression, Confusional state, Musculoskeletal stiffness, Tremor, Dyskinesia, Movement disorder; Haemorrhage, Red blood cell count decreased, Fatigue, Adverse event",
CARBINOXAMINE MALEATE,openfda_labels,approved,,,,,,,,,
"CARBO VEG, OOPHORINUM, SILICEA, OLIBANUM, ORCHITINUM, URTICA URENS",openfda_labels,approved,,,,,,,,,
CARBO VEGETABILIS,openfda_labels,approved,,,,,,,,,
CARBOXYMETHYLCELLULOSE SODIUM,openfda_labels,approved,,,,,,,,,
CAREALL Cetirizine HCl,openfda_labels,approved,,,,,,,,,
CAREALL Clotrimazole,openfda_labels,approved,,,,,,,,,
CAREALL Musle and Joint,openfda_labels,approved,,,,,,,,,
CARISOPRODOL,openfda_labels,approved,,,,,,,,"Haemoglobin decreased; Unresponsive to stimuli, Toxicity to various agents, Resuscitation; Drug abuse, Toxicity to various agents, Cardiomegaly, Left ventricular hypertrophy, Hypertensive cardiomyopathy, Pneumonia, Contusion, Excoriation, Pulmonary oedema, Pulmonary congestion; Nephrogenic systemic fibrosis; Pain in extremity, Spinal fracture, Arthralgia, Arthralgia, Back pain, Bone density decreased, Condition aggravated, Musculoskeletal pain, Pain in extremity",
CARMUSTINE,openfda_labels,approved,,,,,,,,"Intestinal perforation, Sepsis, Multi-organ failure; Neutropenia, Post procedural sepsis, Incision site cellulitis, Renal failure, Disseminated intravascular coagulation",
CARPINUS RADIX 6X,openfda_labels,approved,,,,,,,,,
CARVEDILOL,openfda_labels,approved,,,,,,,,"Transfusion; Hepatic enzyme increased; Haemorrhage, Drug interaction; Death; Gastrointestinal haemorrhage, Drug interaction, Small intestinal haemorrhage, Gastric haemorrhage",
CASPOFUNGIN ACETATE,openfda_labels,approved,,,,,,,,Drug ineffective,
CASTOR OIL,openfda_labels,approved,,,,,,,,,
CB-03-01,clinicaltrials,COMPLETED,,,,,,,,,
CEFACLOR,openfda_labels,approved,,,,,,,,"Anaphylactic reaction, Rash; Hyponatraemia",
CEFADROXIL,openfda_labels,approved,,,,,,,,"Chest discomfort, Pain in extremity, Arthralgia; Spinal pain, Arthritis, Urinary tract infection, Dehydration, Ecchymosis",
CEFAZOLIN,openfda_labels,approved,,,,,,,,"Pyrexia, Unresponsive to stimuli, Hypotonia, Atrial fibrillation, Sick sinus syndrome, Ischaemic stroke; International normalised ratio decreased, Drug interaction, Drug interaction, Vitamin K deficiency; Anaphylactic shock; Polyarthritis, Peritoneal cloudy effluent, Lupus-like syndrome",
CEFDINIR,openfda_labels,approved,,,,,,,,"Vomiting projectile, Diarrhoea, Gastric disorder; Death, Diarrhoea, Dehydration, Abdominal distension, Peripheral swelling, Asthenia, Renal failure acute, Cardiac failure acute",
CEFEPIME,openfda_labels,approved,,,,,,,,"Mental status changes; Cardio-respiratory arrest, Death, Septic shock, Respiratory failure; Acute respiratory distress syndrome, Tumour lysis syndrome, Lung infection; Atrial fibrillation, Rib fracture, Neuropathy peripheral, Shoulder deformity, Intervertebral disc protrusion, Chest pain, Metastases to bone, Osteomyelitis, Nausea, Hepatosplenomegaly, Diverticulitis, Hypothyroidism, Peritonitis, Mitral valve incompetence, Upper respiratory tract infection, Cardiac failure congestive, Renal atrophy, Haemorrhage intracranial, Shock, Paraesthesia, Vertebral osteophyte, Kyphosis, Ventricular hypokinesia, Syncope, Lung infiltration, Spinal compression fracture, Toothache, Limb injury, Osteitis, Thrombocytopenia, Back pain, Osteopenia, Tooth impacted, Dizziness, Tricuspid valve incompetence, Pulmonary valve incompetence, Oral infection, Myositis, Interstitial lung disease, Pulmonary congestion, Lung consolidation, Limb discomfort, Trigger finger, Device occlusion, Generalised oedema, Fistula, Ecchymosis, Hepatic failure, Exposed bone in jaw, Bone loss, Bradycardia, Infection, Anaemia, Hyperparathyroidism, Device related sepsis, General physical health deterioration, Herpes zoster, Carpal tunnel syndrome, Hyperkalaemia, Plasma cell myeloma recurrent, Oesophagitis, Myopathy, Electrocardiogram QRS complex prolonged, Atypical femur fracture, Osteonecrosis, Intervertebral disc degeneration, Ligament disorder, Swelling, Sinusitis, Costochondritis, Mental status changes, Musculoskeletal pain, Upper airway resistance syndrome, Atrial flutter, Bone lesion, Immunosuppression, Post herpetic neuralgia, Skin lesion, Physical disability, Oedema peripheral, Lumbosacral plexus lesion, Radiation neuropathy, Cardiomyopathy, Calcinosis, Joint effusion, Joint range of motion decreased, Lacunar infarction, Cardiomegaly, Hypotension, Lumbar vertebral fracture, Body fat disorder, Deformity thorax, Sinus tachycardia, Pancytopenia, Pain, Emotional distress, Hypertension, Gingivitis, Radiation injury, Hypertensive heart disease, Gastrooesophageal reflux disease, Hypertrophy, Tendon disorder, Thoracic vertebral fracture, Aneurysm, Arteriosclerosis, Hypoglycaemia, Osteolysis, Synovitis, Arteriosclerosis coronary artery, Arthritis, Febrile neutropenia, Spinal fracture, Osteonecrosis of jaw, Injury, Anxiety, Renal failure acute, Hypercalcaemia, Dysuria, Acidosis, Pelvic fracture, Hyperphosphataemia, Osteoporosis, Intercostal neuralgia, Myofascial pain syndrome, Spinal osteoarthritis, Hydronephrosis, Bone marrow failure, Hiatus hernia, Ventricular extrasystoles, Left ventricular hypertrophy, Right ventricular dysfunction, Erectile dysfunction, Renal cyst, Haematochezia, Ascites, Intervertebral disc space narrowing, Arthropathy, Arrhythmia supraventricular, Dilatation ventricular, Micturition urgency, Periodontitis, Restless legs syndrome, Hyperthyroidism, Enthesopathy, Asthenia, Scar, Renal failure chronic, Osteoarthritis, Impaired healing, Muscular weakness, Gingival abscess, Pyrexia, Pericarditis, Gastritis erosive, Ventricular hypertrophy, Left atrial dilatation, Right atrial dilatation, Pathological fracture, Optic ischaemic neuropathy, Hip fracture, Ejection fraction decreased, Chronic obstructive pulmonary disease, Bursitis, Aortic disorder, Sleep apnoea syndrome, Urticaria, Aortic valve incompetence, Coronary artery disease, Respiratory distress, Atrioventricular block, Gallbladder disorder, Scrotal disorder, Proteinuria, Loose tooth, Cor pulmonale chronic, Peripheral venous disease, Retinal artery occlusion, Bundle branch block right, Intervertebral disc compression, Headache, Nephrolithiasis, Dental caries, Pneumonia, Dyspnoea, Metastases to liver, Disseminated intravascular coagulation, Pneumonitis, Myocardial infarction, Pulmonary hypertension, Fall, Pleural effusion, Purulent discharge, Subdural haematoma, Rotator cuff syndrome, Hepatic lesion, Congenital cystic kidney disease, Wound, Nephrosclerosis, Palpitations; Renal failure, Pyrexia",
CEFIXIME,openfda_labels,approved,,,,,,,,Acute generalised exanthematous pustulosis,
CEFTRIAXONE SODIUM,openfda_labels,approved,,,,,,,,"Overdose, Bradycardia, Oxygen saturation decreased, Anticonvulsant drug level increased, Depressed level of consciousness, Hypertransaminasaemia, Hypofibrinogenaemia; Urosepsis; Transient ischaemic attack; Haematoma, Anaemia, Muscle contracture",
CEFUROXIME AND DEXTROSE,openfda_labels,approved,,,,,,,,,
CEFUROXIME AXETIL,openfda_labels,approved,,,,,,,,"Dysgeusia, Nausea; Syncope, Infusion site mass, Infusion site haemorrhage, Chills; Hip fracture, Osteoporosis; Drug hypersensitivity, Drug intolerance",
CEFUROXIME SODIUM,openfda_labels,approved,,,,,,,,,
CELECOXIB,openfda_labels,approved,,,,,,,,"Pneumonia; Abdominal discomfort; Breast cancer in situ; Vocal cord polyp; Respiratory depression, Sedation, Exposure during pregnancy, Urinary retention, Pruritus, Off label use, Nausea",
CEO-TWO,openfda_labels,approved,,,,,,,,,
CEPHALEXIN,openfda_labels,approved,,,,,,,,"Dry mouth, Dry eye; Pulmonary embolism; Eating disorder, Dysgeusia, Weight decreased, Parenteral nutrition; Drug hypersensitivity; Pruritus, Skin discolouration, Weight increased",
CERASUS RADIX 6X,openfda_labels,approved,,,,,,,,,
CETIRIZINE,openfda_labels,approved,,,,,,,,"Haemoglobin decreased; Ovarian germ cell cancer stage II, Amenorrhoea, Weight increased, Tremor, Galactorrhoea, Dyspnoea, Blood prolactin increased, Palpitations, Dyskinesia, Dysuria, Swelling, Muscle spasms, Breast enlargement, Fatigue, Muscular weakness, Agitation, Aggression, Hyperhidrosis, Abdominal pain; Cerebrovascular accident, Embolism arterial; Urinary incontinence, Feeling hot, Dizziness, Hyperhidrosis; Drug-induced liver injury, Intentional overdose, Suicide attempt",
CETIRIZINE HCL,openfda_labels,approved,,,,,,,,"Dehydration, Nausea, Retching; Gait disturbance, Device power source issue, Poor dental condition, Pain, Blister, Device malfunction, Posture abnormal, Performance status decreased, Rib fracture, Quality of life decreased, Malnutrition, Decreased activity, Fall",
CETIRIZINE HYDROCHLORIDE,openfda_labels,approved,,,,,,,,"Neutropenia, Anaemia, Pancytopenia, Thrombocytopenia; Application site discolouration, Pruritus, Erythema, Drug effect decreased, Product packaging issue; Urinary incontinence, Dizziness, Feeling hot, Hyperhidrosis; Ovarian germ cell cancer stage II, Amenorrhoea, Weight increased, Galactorrhoea, Tremor, Muscular weakness, Agitation, Dyspnoea, Blood prolactin increased, Palpitations, Aggression, Dyskinesia, Hyperhidrosis, Abdominal pain, Dysuria, Swelling, Muscle spasms, Breast enlargement, Fatigue; Gastrointestinal haemorrhage, Hypovolaemia, Intestinal obstruction",
CETIRIZINE HYDROCHLORIDE 10 MG,openfda_labels,approved,,,,,,,,,
CETYLPYRIDINIUM CHLORIDE,openfda_labels,approved,,,,,,,,,
CHAMOMILLA,openfda_labels,approved,,,,,,,,,
"CHAMOMILLA, CIMICIFUGA RACEMOSA, HELONIAS DIOICA, MENTHA PIPERITA, SENNA (CASSIA ANGUSTIFOLIA), VALERIANA OFFICINALIS, VIOLA ODORATA, AGNUS CASTUS, LEDUM PALUSTRE, LILIUM TIGRINUM, STAPHYSAGRIA, CROCUS SATIVUS, HYDRASTIS CANADENSIS, CINCHONA OFFICINALIS, CONVALLARIA MAJALIS, CYCLAMEN EUROPAEUM, CINNAMOMUM, MUREX PURPUREA, NAJA TRIPUDIANS",openfda_labels,approved,,,,,,,,,
CHELIDONIUM MAJUS,openfda_labels,approved,,,,,,,,,
"CHELIDONIUM MAJUS, CARDUUS MARIANUS, SOLIDAGO VIRGAUREA, BERBERIS VULGARIS, DOLICHOS PRURIENS, IRIS VERSICOLOR, PTELEA TRIFOLIATA, TARAXACUM OFFICINALE",openfda_labels,approved,,,,,,,,,
CHENODIOL,openfda_labels,approved,,,,,,,,,
CHERRY BLOSSOM SCENTED HAND SANITIZER,openfda_labels,approved,,,,,,,,,
"CHERRY PLUM, CLEMATIS, IMPATIENS, ROCK ROSE, STAR OF BETHLEHEM, SCLERANTHUS, WALNUT",openfda_labels,approved,,,,,,,,,
CHF 5074 1x,clinicaltrials,WITHDRAWN,,,,,,,,,
CHF 5074 2x,clinicaltrials,WITHDRAWN,,,,,,,,,
CHILDRENS COLD AND COUGH,openfda_labels,approved,,,,,,,,,
CHLORDIAZEPOXIDE HYDROCHLORIDE AND CLIDINIUM BROMIDE,openfda_labels,approved,,,,,,,,,
CHLORHEXIDINE GLUCONATE,openfda_labels,approved,,,,,,,,"Pruritus generalised, Therapeutic response unexpected, Rash, Pyrexia, Hot flush, Night sweats, Cough, Stomatitis, Nausea, Vomiting, Dry skin, Constipation, Diarrhoea, Insomnia, Anxiety, Hypoaesthesia, Paraesthesia, Weight increased, Anaemia, Headache, Platelet count decreased, Contusion, Dysphagia, Depression; Pneumonia viral, Convulsion, Death",
CHLORHEXIDINE GLUCONATE 0.12% ORAL RINSE,openfda_labels,approved,,,,,,,,,
CHLORHEXIDINE GLUCONATE 4%,openfda_labels,approved,,,,,,,,,
CHLORHEXIDINE GLUCONATE AND ISOPROPYL ALCOHOL,openfda_labels,approved,,,,,,,,,
CHLORHEXIDINE GLUCONATE SOLUTION 0.75% ANTISEPTIC,openfda_labels,approved,,,,,,,,,
CHLOROQUINE PHOSPHATE,openfda_labels,approved,,,,,,,,,
CHLOROXYLENOL,openfda_labels,approved,,,,,,,,,
CHLORPHENIRAMINE MALEATE,openfda_labels,approved,,,,,,,,,
"CHLORPHENIRAMINE MALEATE, DEXTROMETHORPHAN HBR",openfda_labels,approved,,,,,,,,,
"CHLORPHENIRAMINE MALEATE, DEXTROMETHORPHAN HBR, GUAIFENESIN, PHENYLEPHRINE HCL",openfda_labels,approved,,,,,,,,,
"CHLORPHENIRAMINE MALEATE, DEXTROMETHORPHAN HYDROBROMIDE, AND PHENYLEPHRINE HYDROCHLORIDE",openfda_labels,approved,,,,,,,,,
"CHLORPHENIRAMINE MALEATE, DEXTROMETRORPHAN HBR",openfda_labels,approved,,,,,,,,,
"CHLORPHENIRAMINE MALEATE, PHENYLEPHRINE HCL",openfda_labels,approved,,,,,,,,,
CHLORPROMAZINE HYDROCHLORIDE,openfda_labels,approved,,,,,,,,"Drug abuse, Toxicity to various agents, Pulmonary congestion, Pulmonary oedema, Cardiomegaly, Arteriosclerosis coronary artery, Hepatomegaly, Hepatic steatosis",
CHLORTHALIDONE,openfda_labels,approved,,,,,,,,"Vomiting, Breast cancer, Gastrointestinal toxicity, Endometriosis, Myxoedema, Gastroenteritis, Pneumonia bacterial, Cough, Diarrhoea, Abdominal pain, Chronic obstructive pulmonary disease, Hypercholesterolaemia, Hypertension, Acute sinusitis, Rhinitis allergic, Hypersensitivity, Anxiety, Asthma, Bronchitis, Upper-airway cough syndrome, Ligament sprain, Umbilical hernia, Influenza; Gastrooesophageal reflux disease, Headache, Fatigue, Sinusitis, Urinary tract infection, Wound; Confusional state, Amnesia, Hypoaesthesia, Muscular weakness, Facial paresis, Dizziness, Drug ineffective; Drug hypersensitivity, Drug intolerance; Alanine aminotransferase increased, Aspartate aminotransferase increased",
