product_ndc,generic_name,brand_name,labeler_name,active_ingredients,dosage_form,route,product_type,marketing_category,application_number
83027-0152,"Bacillus Tetani, Chlamydia Trachomatis, Colibacillinum Cum Natrum Muriaticum, Klebsiella Pneumoniae, Mycobacterium Paratuberculosis, Mycoplasma Pneumoniae, Pneumococcinum, Salmonella Typhi Nosode, Staphylococcus Aureus, Streptococcus Viridans, Pyrogenium, Pertussinum, Streptococcus Agalactiae, Streptococcus Dysgalactiae, Streptococcus Mutans, Bacillus Cereus",Bacti Sode,"Nutritional Specialties, Inc.","BACILLUS CEREUS (18 [hp_C]/mL); CHLAMYDIA TRACHOMATIS (20 [hp_X]/mL); CLOSTRIDIUM TETANI (20 [hp_X]/mL); ESCHERICHIA COLI (20 [hp_X]/mL); HUMAN SPUTUM, BORDETELLA PERTUSSIS INFECTED (30 [hp_X]/mL); KLEBSIELLA PNEUMONIAE (20 [hp_X]/mL); MYCOBACTERIUM AVIUM SUBSP. PARATUBERCULOSIS (20 [hp_X]/mL); MYCOPLASMA PNEUMONIAE (20 [hp_X]/mL); RANCID BEEF (20 [hp_X]/mL); SALMONELLA ENTERICA ENTERICA SEROVAR TYPHI (20 [hp_X]/mL); STAPHYLOCOCCUS AUREUS (20 [hp_X]/mL); STREPTOCOCCUS AGALACTIAE (15 [hp_C]/mL); STREPTOCOCCUS DYSGALACTIAE (15 [hp_C]/mL); STREPTOCOCCUS MUTANS (15 [hp_C]/mL); STREPTOCOCCUS PNEUMONIAE (20 [hp_X]/mL); STREPTOCOCCUS VIRIDANS GROUP (20 [hp_X]/mL)",SPRAY,ORAL,HUMAN OTC DRUG,UNAPPROVED HOMEOPATHIC,
83181-0651,Titanium Dioxide and Zinc Oxide,Stay Ageless Tinted Mineral Sunscreen Broad Spectrum SPF30,DERM ASSO. MID OHIO,TITANIUM DIOXIDE (7.75 g/100g); ZINC OXIDE (10 g/100g),CREAM,TOPICAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M020
83324-005,Ibuprofen,Concentrated ibuprofen infants,Chain Drug Marketing Association Inc.,IBUPROFEN (50 mg/1.25mL),SUSPENSION/ DROPS,ORAL,HUMAN OTC DRUG,ANDA,ANDA210755
83698-263,"QC Antacid Soft Chews, Cherry","QC Ultra Strength Antacid Soft Chews, Cherry","Xiamen Kang Zhongyuan Biotechnology Co., Ltd.",CALCIUM CARBONATE (1177 mg/1),"TABLET, CHEWABLE",ORAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M001
83324-295,Salicylic Acid,Quality Choice Therapeutic,"Chain Drug Marketing Association, Inc.",SALICYLIC ACID (3 g/100mL),SHAMPOO,TOPICAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M032
83569-014,Plantar Fasciitis Pain Relief Lidocaine 4% Menthol 1%,Rapid Relief,RAPID AID VIET NAM COMPANY LIMITED,LIDOCAINE (4 g/100g); MENTHOL (1 g/100g),PATCH,TOPICAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M017
83851-100,Fluorescein Sodium,C20H10Na2O5 Fluorescein Sodium Ophthalmic Strips,Vistamerica USA,FLUORESCEIN SODIUM (1 mg/mg),STRIP,OPHTHALMIC,HUMAN PRESCRIPTION DRUG,UNAPPROVED DRUG OTHER,
84010-067,Miconazole nitrate 1% ANTIFUNGAL,Charmpoo ANTIFUNGAL,"Jiangxi Hemei Pharmaceutical Co., Ltd",MICONAZOLE NITRATE (1 g/100g),SOAP,CUTANEOUS,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M005
84028-122,Lidocaine Numbing Cream,Bliss Republic Lidocaine Numbing Cream,Sargass Group Limited Liability Company,LIDOCAINE HYDROCHLORIDE (4 mg/100mL),CREAM,TOPICAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M017
0615-8527,Buspirone Hydrochloride,Buspirone Hydrochloride,"NCS HealthCare of KY, LLC dba Vangard Labs",BUSPIRONE HYDROCHLORIDE (30 mg/1),TABLET,ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA075022
84203-004,titanium dioxide,Continuous Correction Cream,"Baxter of California, LLC",TITANIUM DIOXIDE (30 mg/g),CREAM,TOPICAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M020
0615-8580,Potassium Chloride,Potassium Chloride,"NCS HealthCare of KY, LLC dba Vangard Labs",POTASSIUM CHLORIDE (1500 mg/1),"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA212561
84533-004,"Carbon, Mirabilite, Peppermint oil, Borneol",Anal Care GLO pack,"WU XI ZHONG ZHI WEI NA TECHNOLOGY CO., Ltd.",ACTIVATED CHARCOAL (.37 g/100g); BORNEOL (2 g/100g); GLYCERIN (6.33 g/100g); HYALURONATE SODIUM (.017 g/100g); PANTHENOL (.067 g/100g); PEPPERMINT OIL (.1 g/100g); SODIUM SULFATE (1.33 g/100g),CREAM,"RECTAL, TOPICAL",HUMAN OTC DRUG,OTC MONOGRAPH DRUG,505G(a)(3)
84677-005,Risperidone,Risperidone,"Golden State Medical Supply, Inc.",RISPERIDONE (2 mg/1),TABLET,ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA078828
84876-005,Menthol,Menthol pain relief patches,Menthol pain relief patch,CAPSAICIN (.25 g/100g); MENTHOL (5 g/100g),PATCH,TOPICAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M017
85068-005,ZINC OXIDE,Sheglam Dew and Done Skin Tint with SPF 20 Camel,EVER FAME PTE. LTD.,ZINC OXIDE (146.25 mg/mL),CREAM,TOPICAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M020
85508-203,"Titanium Dioxide, Zinc Oxide",Tinted Facial Mineral Sunscreen SPF 40,RSL89 LLC,TITANIUM DIOXIDE (80 mg/g); ZINC OXIDE (38 mg/g),CREAM,TOPICAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M020
85593-018,Menthol,OLELON NUMBING,"Guangzhou ChuanMa International Trading Co.,Ltd.",MENTHOL (1 g/100g),CREAM,TOPICAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M017
85212-0018,YVTYVT MICRODERMABRASION FACIAL SCRUB,YVTYVT MICRODERMABRASION FACIAL SCRUB,"Beijing JUNGE Technology Co., Ltd.",BEESWAX (1 g/100g); BETAINE (2 g/100g); BUTYROSPERMUM PARKII (SHEA) BUTTER (3 g/100g); MICROCRYSTALLINE CELLULOSE (3 g/100g),OINTMENT,EXTRACORPOREAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,505G(a)(3)
85323-003,"Pain Relief Patch, Pain Relief Strip",4% lidocaine plus 1% menthol Pain Relief Patch,"Xuzhou Lanting Pharmaceutical Co., Ltd",LEVOMENTHOL (1 g/100g); LIDOCAINE HYDROCHLORIDE (4 g/100g),PATCH,TOPICAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,505G(a)(3)
85400-208,Zinc Oxide,Tinted Mineral Sunscreen Plus Primer CPlusE Glow,Simply Bare Waxing & Skin Care LLC,ZINC OXIDE (160 mg/g),CREAM,TOPICAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M020
85738-226,Zinc Oxide,Daily Repair Moisturizing Non Tinted,Skintique,ZINC OXIDE (160 mg/g),CREAM,TOPICAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M020
85805-208,Zinc Oxide,Tinted Replenishing Daily Protection,OLGA KLIMOV INC,ZINC OXIDE (160 mg/g),CREAM,TOPICAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M020
85888-202,"Titanium Dioxide, Zinc Oxide",Non Tinted Mineral Sunscreen,MILESTHETICS LLC,TITANIUM DIOXIDE (80 mg/g); ZINC OXIDE (38 mg/g),CREAM,TOPICAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M020
87053-003,SODIUM FLUORIDE,Prime Tooth Care Hami Melon,Prime Tooth Care LLC,SODIUM FLUORIDE (2.5 mg/g),OINTMENT,DENTAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M021
87267-004,2%Menthol,Mugwort Patch (Knee use),"YIYANGYUAN LIFE SCIENCES (HONG KONG) CO., LIMITED",MENTHOL (2 g/100g),PATCH,TOPICAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M017
98132-312,Titanium Dioxide,bareMinerals BAREPRO Performance Wear Liquid Foundation Broad Spectrum SPF 20 Fawn 17,Orveon Global US LLC,TITANIUM DIOXIDE (33.2 mg/mL),LIQUID,TOPICAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M020
0078-1336,omalizumab,,Novartis Pharmaceuticals Corporation,OMALIZUMAB (1 kg/kg),LIQUID,,BULK INGREDIENT,BULK INGREDIENT,
0406-0161,Acetaminophen Anhydrous Basis,,SpecGx LLC,ACETAMINOPHEN (.9 kg/kg),POWDER,,DRUG FOR FURTHER PROCESSING,DRUG FOR FURTHER PROCESSING,
0591-3713,Ezetimibe,,"Actavis Pharma, Inc.",EZETIMIBE (10 mg/1),TABLET,,DRUG FOR FURTHER PROCESSING,DRUG FOR FURTHER PROCESSING,
43421-300,POLYETHYLENE GLYCOL 3350,,Clariant Produkte (deutschland) Gmbh,POLYETHYLENE GLYCOL 3350 (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
43742-1833,Epstein-Barr Virus Nosode,,"Deseret Biologicals, Inc.",HUMAN HERPESVIRUS 4 (45 [hp_C]/mL),LIQUID,,DRUG FOR FURTHER PROCESSING,DRUG FOR FURTHER PROCESSING,
43742-2228,"Epstein Barr Virus Nosode, Epstein Barr Virus DNA",,"Deseret Biologicals, Inc.",HERRING SPERM DNA (20 [hp_C]/mL); HUMAN HERPESVIRUS 4 (20 [hp_C]/mL),LIQUID,,DRUG FOR FURTHER PROCESSING,DRUG FOR FURTHER PROCESSING,
46014-1012,Firocoxib,,Excella GmbH & Co. KG,FIROCOXIB (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
46439-8748,BECLOMETHASONE DIPROPIONATE MONOHYDRATE,,Farmabios S.p.A.,BECLOMETHASONE DIPROPIONATE MONOHYDRATE (1 g/g),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
10695-115,Naltrexone Hydrochloride,,"Willow Birch Pharma, LLC",NALTREXONE HYDROCHLORIDE (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,
10888-8272,Ibuprofen,,Patheon Softgels Inc.,IBUPROFEN (400 mg/1),"CAPSULE, LIQUID FILLED",,DRUG FOR FURTHER PROCESSING,DRUG FOR FURTHER PROCESSING,
11014-0571,Niraparib,,"Catalent Pharma Solutions, LLC",NIRAPARIB TOSYLATE MONOHYDRATE (100 mg/1),"TABLET, FILM COATED",,DRUG FOR FURTHER PROCESSING,DRUG FOR FURTHER PROCESSING,
12497-1004,L-Arginine,,"KYOWA HAKKO BIO CO., LTD.",ARGININE (50 kg/50kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,
12666-0013,Sitagliptin Phosphate,,"Zhejiang Apeloa Jiayuan Pharmaceutical Co., Ltd.",SITAGLIPTIN PHOSPHATE (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
0781-5641,"Carbidopa, Levodopa, and Entacapone","Carbidopa, Levodopa, and Entacapone",Sandoz Inc,CARBIDOPA (31.25 mg/1); ENTACAPONE (200 mg/1); LEVODOPA (125 mg/1),"TABLET, FILM COATED",ORAL,HUMAN PRESCRIPTION DRUG,NDA AUTHORIZED GENERIC,NDA021485
0069-0600,"meningococcal groups a, b, c, w, and y vaccine",PENBRAYA,Pfizer Laboratories Div Pfizer Inc,,KIT,,VACCINE,BLA,BLA125770
0781-7309,rivastigmine,Rivastigmine,Sandoz Inc,RIVASTIGMINE (9.5 mg/24h),"PATCH, EXTENDED RELEASE",TRANSDERMAL,HUMAN PRESCRIPTION DRUG,NDA AUTHORIZED GENERIC,NDA022083
16637-0020,Spironolactone,,"Zhejiang Shenzhou Pharmaceutical Co., Ltd.",SPIRONOLACTONE (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
17337-0061,Dihydroergotamine Mesylate,,Olon SpA,DIHYDROERGOTAMINE MESYLATE (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
17381-265,Oxybutynin Hydrochloride,,Siegfried Evionnaz SA,OXYBUTYNIN CHLORIDE (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
24002-0036,Deflazacort,,NEWCHEM SPA,DEFLAZACORT (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
35207-0001,Desmopressin acetate,,BCN PEPTIDES SA,DESMOPRESSIN ACETATE (1 g/g),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
38779-1754,Ketamine Hydrochloride,,Medisca Inc.,KETAMINE HYDROCHLORIDE (1 g/g),POWDER,,BULK INGREDIENT,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,
41701-008,Vasopressin,,Hemmo Pharmaceuticals Pvt. Ltd,"VASOPRESSIN, UNSPECIFIED (2 g/2g)",POWDER,,BULK INGREDIENT,BULK INGREDIENT,
42765-024,ESOMEPRAZOLE MAGNESIUM DIHYDRATE,,Metrochem API Private Limited,ESOMEPRAZOLE MAGNESIUM DIHYDRATE (25 kg/25kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
55363-464,polacrilex,,ION EXCHANGE INDIA LIMITED,POLACRILIN (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
55718-116,Alcohol,,Isomedix Operations Inc,ALCOHOL (.7 mL/mL),CLOTH,,DRUG FOR FURTHER PROCESSING,DRUG FOR FURTHER PROCESSING,
57520-1423,Brucella Melitensis,,Apotheca Company,BRUCELLA MELITENSIS (500 [hp_C]/mL),LIQUID,,DRUG FOR FURTHER PROCESSING,DRUG FOR FURTHER PROCESSING,
58013-1011,Titanium Dioxide,,Croda Europe,TITANIUM DIOXIDE (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
58175-0638,SITAGLIPTIN PHOSPHATE MONOHYDRATE,,Wavelength Enterprises Ltd.,SITAGLIPTIN PHOSPHATE (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
58735-0198,Tiamulin Fumarate,,"Jiangsu SEL Biochem Co., LTC.",TIAMULIN FUMARATE (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
48087-0007,PENTAZOCINE,,F.I.S. FABBRICA ITALIANA SINTETICI S.P.A.,PENTAZOCINE (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
49187-0203,Lonapegsomatropin-TCGD,,Lonza AG,LONAPEGSOMATROPIN-TCGD (30.8 mg/mL),SOLUTION,,DRUG FOR FURTHER PROCESSING,DRUG FOR FURTHER PROCESSING,
49452-4280,Magnesium Salicylate,,"Spectrum Laboratory Products, Inc.",MAGNESIUM SALICYLATE (1 g/g),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
49711-0118,Esomeprazole Magnesium Dihydrate,,Uquifa Spain,ESOMEPRAZOLE MAGNESIUM (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
50370-0032,Vildagliptin,,MSN Pharmachem Private Limited,VILDAGLIPTIN (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
50909-1912,Apalutamide solid dispersion intermediate,,HOVIONE FARMACIENCIA SA,APALUTAMIDE (.25 kg/kg),POWDER,,DRUG FOR FURTHER PROCESSING,DRUG FOR FURTHER PROCESSING,
51552-0136,Lactose Pwd SD Mono,,Fagron Inc,LACTOSE MONOHYDRATE (1 g/g),POWDER,,BULK INGREDIENT,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,
51846-1046,Mupirocin Calcium,,Teva Pharmaceutical Works Private Limited Company,MUPIROCIN CALCIUM (100 kg/100kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
0069-2670,nifedipine,Procardia XL,Pfizer Laboratories Div Pfizer Inc,NIFEDIPINE (90 mg/1),"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,HUMAN PRESCRIPTION DRUG,NDA,NDA019684
0904-7123,Levetiracetam,Levetiracetam,Major Pharmaceuticals,LEVETIRACETAM (250 mg/1),"TABLET, FILM COATED",ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA078993
52221-108,Ipratropium Bromide,,"Amphastar Nanjing Pharmaceuticals, Inc.",IPRATROPIUM BROMIDE (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
52932-0720,BISOPROLOL FUMARATE,,Moehs Catalana SL,BISOPROLOL FUMARATE (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
53104-7695,Darunavir Hydrate,,Cipla Ltd.,DARUNAVIR HYDRATE (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
53747-075,Baclofen,,"Unichem Laboratories Limited, India",BACLOFEN (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
54771-0207,Doramectin,,Zoetis Inc.,DORAMECTIN (1 kg/kg),POWDER,,BULK INGREDIENT,EXPORT ONLY,
54921-620,dapagliflozin,,"IPR Pharmaceuticals, Inc",DAPAGLIFLOZIN PROPANEDIOL (5 mg/1),"TABLET, FILM COATED",,DRUG FOR FURTHER PROCESSING,DRUG FOR FURTHER PROCESSING,
65319-1104,Barbital,,Chemische Fabrik Berg GmbH,BARBITAL (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
65628-050,Diphenhydramine Hydrochloride and Lidocaine Hydrochloride and Aluminum Hydroxide and Magnesium Hydro,,"Azurity Pharmaceuticals, Inc.",,KIT,,BULK INGREDIENT,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,
65841-302,Phenylbutazone,,Zydus Lifesciences Limited,PHENYLBUTAZONE (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
65862-368,Quinapril Hydrochloride,,Aurobindo Pharma Limited,QUINAPRIL HYDROCHLORIDE (50 kg/50kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
65862-703,Ziprasidone Hydrochloride,,Aurobindo Pharma Limited,ZIPRASIDONE HYDROCHLORIDE (40 mg/1),CAPSULE,,DRUG FOR FURTHER PROCESSING,DRUG FOR FURTHER PROCESSING,
65977-0149,Sertraline Hydrochloride,,HETERO DRUGS LIMITED,SERTRALINE HYDROCHLORIDE (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
59348-0001,Primidone,,"Nantong Jinghua Pharmaceutical Co., Ltd.",PRIMIDONE (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
59651-422,Cevimeline Hydrochloride,,Aurobindo Pharma Limited,CEVIMELINE HYDROCHLORIDE (30 mg/1),CAPSULE,,DRUG FOR FURTHER PROCESSING,DRUG FOR FURTHER PROCESSING,
60152-003,talimogene laherparepvec,,IDT Biologika GmbH,TALIMOGENE LAHERPAREPVEC (100000000 [PFU]/mL),"INJECTION, SUSPENSION",,DRUG FOR FURTHER PROCESSING,DRUG FOR FURTHER PROCESSING,
60592-909,PHENYLBUTAZONE,,Kalchem International inc,PHENYLBUTAZONE (1 g/g),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
61434-067,semaglutide,,"Catalent Indiana, LLC",SEMAGLUTIDE (1.7 mg/.75mL),"INJECTION, SOLUTION",,HUMAN PRESCRIPTION DRUG,DRUG FOR FURTHER PROCESSING,
62128-0395,Linzagolix Choline,,Evonik Corporation,LINZAGOLIX CHOLINE (1 kg/kg),POWDER,,BULK INGREDIENT,EXPORT ONLY,
62350-0043,SERTRALINE HYDROCHLORIDE,,Wanbury Limited,SERTRALINE HYDROCHLORIDE (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
62756-703,Dasatinib,,"SUN PHARMACEUTICAL INDUSTRIES, INC.",DASATINIB (25 kg/25kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
62991-3128,Tadalafil,,"LETCO MEDICAL, LLC",TADALAFIL (1 g/g),POWDER,,BULK INGREDIENT,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,
63285-033,armodafinil,,Patheon Inc.,ARMODAFINIL (250 mg/1),TABLET,,DRUG FOR FURTHER PROCESSING,DRUG FOR FURTHER PROCESSING,
63548-1020,Zolmitriptan,,PLD Acquisitions LLC DBA Avma Pharma Solutions,ZOLMITRIPTAN (5 mg/1),"TABLET, FILM COATED",,BULK INGREDIENT,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,
63850-8081,Teriflunomide,,Natco Pharma Limited,TERIFLUNOMIDE (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
10019-657,Sevoflurane,SEVOFLURANE,Baxter Healthcare Corporation,SEVOFLURANE (250 mL/250mL),LIQUID,RESPIRATORY (INHALATION),HUMAN PRESCRIPTION DRUG,ANDA,ANDA075895
10019-982,Cyclophosphamide,Cyclophosphamide,Baxter Healthcare Corporation,CYCLOPHOSPHAMIDE (25 mg/1),TABLET,ORAL,HUMAN PRESCRIPTION DRUG,NDA AUTHORIZED GENERIC,NDA012141
65085-0072,Succimer,,Piramal Pharma Limited,SUCCIMER (25 kg/25kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
73493-020,Zinc Oxide,,Kowon International Korea Co.ltd,ZINC OXIDE (10 kg/20kg),LIQUID,,HUMAN OTC DRUG,DRUG FOR FURTHER PROCESSING,
10596-195,"Octocrylene, Octisalate, Avobenzene, Homosalate",Biore Aqua Rich UV,KAO USA,AVOBENZONE (3 g/100mL); HOMOSALATE (10 g/100mL); OCTISALATE (5 g/100mL); OCTOCRYLENE (5 g/100mL),LIQUID,TOPICAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M020
76420-980,Ibuprofen,,"Asclemed USA, Inc.",,KIT,,BULK INGREDIENT,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,
81842-349,Methylphenidate HCl,,Coating Place Inc,METHYLPHENIDATE (100 mg/1),"CAPSULE, EXTENDED RELEASE",,DRUG FOR FURTHER PROCESSING,DRUG FOR FURTHER PROCESSING,
82298-920,HYDROXOCOBALAMIN ACETATE,,EUROAPI FRANCE,HYDROXOCOBALAMIN ACETATE (1 g/g),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
82920-710,Phenylephrine Hydrochloride,,SHILPA PHARMA LIFESCIENCES LIMITED,PHENYLEPHRINE HYDROCHLORIDE (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
66064-1020,Neostigmine Methylsulfate,,Harman finochem Limited,NEOSTIGMINE METHYLSULFATE (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
66499-0067,Iloperidone,,"Formosa Laboratories, Inc.",ILOPERIDONE (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
67262-0007,Cysteamine Hydrochloride,,HAS Healthcare Advanced Synthesis SA,CYSTEAMINE HYDROCHLORIDE (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
67835-5034,Eletriptan Hydrobromide Monohydrate,,SMS Pharmaceuticals Limited,ELETRIPTAN HYDROBROMIDE MONOHYDRATE (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
68225-085,Nusinersen,,Patheon Italia S.p.A.,NUSINERSEN (2.4 mg/mL),"INJECTION, SOLUTION",,DRUG FOR FURTHER PROCESSING,DRUG FOR FURTHER PROCESSING,
69575-4050,Famotidine,,Azico Biophore India Private Limited,FAMOTIDINE (50 kg/50kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
68554-0064,Emtricitabine,,Hetero Labs Limited,EMTRICITABINE (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
69037-0012,Dimethyl Fumarate,,Honour Lab Limited,DIMETHYL FUMARATE (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
69989-0012,Rimegepant,,Catalent Micron Technologies Ltd,RIMEGEPANT (1 kg/1),POWDER,,DRUG FOR FURTHER PROCESSING,DRUG FOR FURTHER PROCESSING,
70692-789,"Acetaminophen, Dextromethorphan Hydrobromide, Doxylamine Succinate, Phenylephrine Hydrochloride",,Strive Pharmaceuticals Inc.,ACETAMINOPHEN (325 mg/1); DEXTROMETHORPHAN HYDROBROMIDE (10 mg/1); DOXYLAMINE SUCCINATE (6.25 mg/1); PHENYLEPHRINE HYDROCHLORIDE (5 mg/1),"CAPSULE, LIQUID FILLED",,DRUG FOR FURTHER PROCESSING,DRUG FOR FURTHER PROCESSING,
71052-236,Lidocaine,,"DARMERICA, LLC",LIDOCAINE (1000 g/1000g),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
71448-0001,Estriol,,Hapila GmbH,ESTRIOL (1 g/g),POWDER,,BULK INGREDIENT,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,
72013-933,L-Valine,,"Shanghai Ajinomoto Amino Acid Co., Ltd.",VALINE (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
72669-0555,Colloidal Oatmeal,,La Crosse Milling Company,OATMEAL (100 g/100g),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
10370-365,Topiramate,Topiramate,"Endo USA, Inc.",TOPIRAMATE (25 mg/1),"CAPSULE, EXTENDED RELEASE",ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA205976
16714-070,fulvestrant,FULVESTRANT,"Northstar Rx, LLC,",FULVESTRANT (50 mg/mL),"INJECTION, SOLUTION",INTRAMUSCULAR,HUMAN PRESCRIPTION DRUG,ANDA,ANDA213553
16714-692,Fluconazole,Fluconazole,NorthStar Rx LLC,FLUCONAZOLE (150 mg/1),TABLET,ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA077731
14222-8000,"TITANIUM DIOXIDE, ZINC OXIDE","RECHARGE Regimen for Balancing, Boosting and Defending Healthy-Looking skin",Rodan & Fields,TITANIUM DIOXIDE (.032 g/mL); ZINC OXIDE (.077 g/mL),CREAM,TOPICAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M020
15631-0208,GNAPHALIUM POLYCEPHALUM,GNAPHALIUM POLYCEPHALUM,"Rxhomeo Private Limited d.b.a. Rxhomeo, Inc",PSEUDOGNAPHALIUM OBTUSIFOLIUM (1 [hp_X]/1),PELLET,ORAL,HUMAN OTC DRUG,UNAPPROVED HOMEOPATHIC,
16477-202,hydrocortisone acetate,Hemmorex-HC,"Laser Pharmaceuticals, LLC",HYDROCORTISONE ACETATE (30 mg/1),SUPPOSITORY,RECTAL,HUMAN PRESCRIPTION DRUG,UNAPPROVED DRUG OTHER,
85207-016,ESTRADIOL CYPIONATE,,SCH Global Services Private Limited,ESTRADIOL CYPIONATE (100 g/100g),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
83703-582,Rituximab-abbs,,Bamboo US Bidco LCC,RITUXIMAB (10 mg/mL),"INJECTION, SOLUTION, CONCENTRATE",,DRUG FOR FURTHER PROCESSING,DRUG FOR FURTHER PROCESSING,
84386-030,Rifaximin,,Aurobindo Pharma Limited,RIFAXIMIN (50 kg/50kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
85955-002,CYANOCOBALAMIN,,Medilane Healthcare Pvt Ltd,CYANOCOBALAMIN (100 g/100g),POWDER,,BULK INGREDIENT,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,
